월별,시간별,항목,2021 년
4월,11시,가구내 고용활동,1189
4월,11시,국제 및 외국기관,1124
4월,12시,농업,959
4월,12시,임업,1171
4월,12시,어업,1018
4월,12시,석탄/ 원유 및 천연가스 광업,1360
4월,12시,금속 광업,1403
4월,12시,비금속광물 광업;연료용 제외,1540
4월,12시,광업 지원 서비스업,1215
4월,12시,식료품 제조업,1283
4월,12시,음료 제조업,1149
4월,12시,담배 제조업,1096
4월,12시,섬유제품 제조업; 의복제외,1116
4월,12시,의복/ 의복액세서리 및 모피제품 제조업,1563
4월,12시,가죽/ 가방 및 신발 제조업,1500
4월,12시,목재 및 나무제품 제조업;가구제외,1321
4월,12시,펄프/ 종이 및 종이제품 제조업,1045
4월,12시,인쇄 및 기록매체 복제업,1492
4월,12시,코크스/ 연탄 및 석유정제품 제조업,995
4월,12시,화학물질 및 화학제품 제조업;의약품 제외,1057
4월,12시,의료용 물질 및 의약품 제조업,1222
4월,12시,고무제품 및 플라스틱제품 제조업,1189
4월,12시,비금속 광물제품 제조업,1086
4월,12시,1차 금속 제조업,950
4월,12시,금속가공제품 제조업;기계 및 가구 제외,1334
4월,12시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,1038
4월,12시,의료/ 정밀/ 광학기기 및 시계 제조업,974
4월,12시,전기장비 제조업,1144
4월,12시,기타 기계 및 장비 제조업,1363
4월,12시,자동차 및 트레일러 제조업,1189
4월,12시,기타 운송장비 제조업,1348
4월,12시,가구 제조업,1654
4월,12시,기타 제품 제조업,1395
4월,12시,산업용 기계 및 장비 수리업,1405
4월,12시,전기/ 가스/ 증기 및 공기조절 공급업,1021
4월,12시,수도사업,1008
4월,12시,하수/ 폐수 및 분뇨 처리업,1008
4월,12시,폐기물 수집운반/ 처리 및 원료재생업,1304
4월,12시,환경 정화 및 복원업,1300
4월,12시,종합 건설업,1119
4월,12시,전문직별 공사업,1057
4월,12시,자동차 및 부품 판매업,1570
4월,12시,도매 및 상품중개업,1315
4월,12시,소매업; 자동차 제외,1333
4월,12시,육상운송 및 파이프라인 운송업,1157
4월,12시,수상 운송업,1186
4월,12시,항공 운송업,1330
4월,12시,창고 및 운송관련 서비스업,1180
4월,12시,숙박업,1000
4월,12시,음식점 및 주점업,1199
4월,12시,출판업,1095
4월,12시,영상/ 오디오 기록물 제작 및 배급업,1269
4월,12시,방송업,1089
4월,12시,통신업,1046
4월,12시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,1034
4월,12시,정보서비스업,1027
4월,12시,금융업,1439
4월,12시,보험 및 연금업,1374
4월,12시,금융 및 보험 관련 서비스업,1288
4월,12시,부동산업,1279
4월,12시,연구개발업,1136
4월,12시,전문서비스업,1321
4월,12시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,1217
4월,12시,기타 전문/ 과학 및 기술 서비스업,1291
4월,12시,사업시설 관리 및 조경 서비스업,1247
4월,12시,사업지원 서비스업,1302
4월,12시,임대업;부동산 제외,1378
4월,12시,공공행정/ 국방 및 사회보장 행정,1189
4월,12시,교육 서비스업,1489
4월,12시,보건업,1287
4월,12시,사회복지 서비스업,1091
4월,12시,창작/ 예술 및 여가관련 서비스업,1295
4월,12시,스포츠 및 오락관련 서비스업,1055
4월,12시,협회 및 단체,1087
4월,12시,개인 및 소비용품 수리업,1739
4월,12시,기타 개인 서비스업,1342
4월,12시,가구내 고용활동,1240
4월,12시,국제 및 외국기관,1104
4월,13시,농업,923
4월,13시,임업,1076
4월,13시,어업,1001
4월,13시,석탄/ 원유 및 천연가스 광업,1278
4월,13시,금속 광업,954
4월,13시,비금속광물 광업;연료용 제외,935
4월,13시,광업 지원 서비스업,1022
4월,13시,식료품 제조업,1203
4월,13시,음료 제조업,1043
4월,13시,담배 제조업,1169
4월,13시,섬유제품 제조업; 의복제외,1088
4월,13시,의복/ 의복액세서리 및 모피제품 제조업,1464
4월,13시,가죽/ 가방 및 신발 제조업,1250
4월,13시,목재 및 나무제품 제조업;가구제외,1039
4월,13시,펄프/ 종이 및 종이제품 제조업,1007
4월,13시,인쇄 및 기록매체 복제업,1188
4월,13시,코크스/ 연탄 및 석유정제품 제조업,1000
4월,13시,화학물질 및 화학제품 제조업;의약품 제외,1037
4월,13시,의료용 물질 및 의약품 제조업,1188
4월,13시,고무제품 및 플라스틱제품 제조업,1089
4월,13시,비금속 광물제품 제조업,1070
4월,13시,1차 금속 제조업,932
4월,13시,금속가공제품 제조업;기계 및 가구 제외,1082
4월,13시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,1025
4월,13시,의료/ 정밀/ 광학기기 및 시계 제조업,956
4월,13시,전기장비 제조업,1047
4월,13시,기타 기계 및 장비 제조업,1149
4월,13시,자동차 및 트레일러 제조업,1081
4월,13시,기타 운송장비 제조업,987
4월,13시,가구 제조업,1174
4월,13시,기타 제품 제조업,1172
4월,13시,산업용 기계 및 장비 수리업,1192
4월,13시,전기/ 가스/ 증기 및 공기조절 공급업,1057
4월,13시,수도사업,1021
4월,13시,하수/ 폐수 및 분뇨 처리업,1013
4월,13시,폐기물 수집운반/ 처리 및 원료재생업,918
4월,13시,환경 정화 및 복원업,1372
4월,13시,종합 건설업,1088
4월,13시,전문직별 공사업,942
4월,13시,자동차 및 부품 판매업,1406
4월,13시,도매 및 상품중개업,1271
4월,13시,소매업; 자동차 제외,1344
4월,13시,육상운송 및 파이프라인 운송업,1110
4월,13시,수상 운송업,1045
4월,13시,항공 운송업,1247
4월,13시,창고 및 운송관련 서비스업,1133
4월,13시,숙박업,996
4월,13시,음식점 및 주점업,1264
4월,13시,출판업,1075
4월,13시,영상/ 오디오 기록물 제작 및 배급업,1311
4월,13시,방송업,1078
4월,13시,통신업,1047
4월,13시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,1034
4월,13시,정보서비스업,1020
4월,13시,금융업,1425
4월,13시,보험 및 연금업,1348
4월,13시,금융 및 보험 관련 서비스업,1277
4월,13시,부동산업,1271
4월,13시,연구개발업,1137
4월,13시,전문서비스업,1228
4월,13시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,1120
4월,13시,기타 전문/ 과학 및 기술 서비스업,1269
4월,13시,사업시설 관리 및 조경 서비스업,1166
4월,13시,사업지원 서비스업,1269
4월,13시,임대업;부동산 제외,1302
4월,13시,공공행정/ 국방 및 사회보장 행정,1131
4월,13시,교육 서비스업,1434
4월,13시,보건업,1248
4월,13시,사회복지 서비스업,1080
4월,13시,창작/ 예술 및 여가관련 서비스업,1263
4월,13시,스포츠 및 오락관련 서비스업,1075
4월,13시,협회 및 단체,1031
4월,13시,개인 및 소비용품 수리업,1374
4월,13시,기타 개인 서비스업,1297
4월,13시,가구내 고용활동,1201
4월,13시,국제 및 외국기관,1093
4월,14시,농업,928
4월,14시,임업,1172
4월,14시,어업,989
4월,14시,석탄/ 원유 및 천연가스 광업,1318
4월,14시,금속 광업,1367
4월,14시,비금속광물 광업;연료용 제외,1457
4월,14시,광업 지원 서비스업,1221
4월,14시,식료품 제조업,1258
4월,14시,음료 제조업,1124
4월,14시,담배 제조업,1111
4월,14시,섬유제품 제조업; 의복제외,1106
4월,14시,의복/ 의복액세서리 및 모피제품 제조업,1439
4월,14시,가죽/ 가방 및 신발 제조업,1490
4월,14시,목재 및 나무제품 제조업;가구제외,1300
4월,14시,펄프/ 종이 및 종이제품 제조업,1030
4월,14시,인쇄 및 기록매체 복제업,1388
4월,14시,코크스/ 연탄 및 석유정제품 제조업,997
4월,14시,화학물질 및 화학제품 제조업;의약품 제외,1050
4월,14시,의료용 물질 및 의약품 제조업,1209
4월,14시,고무제품 및 플라스틱제품 제조업,1159
4월,14시,비금속 광물제품 제조업,1076
4월,14시,1차 금속 제조업,971
4월,14시,금속가공제품 제조업;기계 및 가구 제외,1312
4월,14시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,1033
4월,14시,의료/ 정밀/ 광학기기 및 시계 제조업,969
4월,14시,전기장비 제조업,1099
4월,14시,기타 기계 및 장비 제조업,1324
4월,14시,자동차 및 트레일러 제조업,1196
4월,14시,기타 운송장비 제조업,1382
4월,14시,가구 제조업,1482
4월,14시,기타 제품 제조업,1344
4월,14시,산업용 기계 및 장비 수리업,1305
4월,14시,전기/ 가스/ 증기 및 공기조절 공급업,1041
4월,14시,수도사업,992
4월,14시,하수/ 폐수 및 분뇨 처리업,1004
4월,14시,폐기물 수집운반/ 처리 및 원료재생업,1349
4월,14시,환경 정화 및 복원업,1315
4월,14시,종합 건설업,1122
4월,14시,전문직별 공사업,1047
4월,14시,자동차 및 부품 판매업,1537
4월,14시,도매 및 상품중개업,1309
4월,14시,소매업; 자동차 제외,1346
4월,14시,육상운송 및 파이프라인 운송업,1114
4월,14시,수상 운송업,1241
4월,14시,항공 운송업,1336
4월,14시,창고 및 운송관련 서비스업,1169
4월,14시,숙박업,1000
4월,14시,음식점 및 주점업,1256
4월,14시,출판업,1096
4월,14시,영상/ 오디오 기록물 제작 및 배급업,1357
4월,14시,방송업,1113
4월,14시,통신업,1048
4월,14시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,1033
4월,14시,정보서비스업,1033
4월,14시,금융업,1429
4월,14시,보험 및 연금업,1364
4월,14시,금융 및 보험 관련 서비스업,1292
4월,14시,부동산업,1284
4월,14시,연구개발업,1136
4월,14시,전문서비스업,1282
4월,14시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,1216
4월,14시,기타 전문/ 과학 및 기술 서비스업,1275
4월,14시,사업시설 관리 및 조경 서비스업,1225
4월,14시,사업지원 서비스업,1292
4월,14시,임대업;부동산 제외,1412
4월,14시,공공행정/ 국방 및 사회보장 행정,1169
4월,14시,교육 서비스업,1430
4월,14시,보건업,1227
4월,14시,사회복지 서비스업,1020
4월,14시,창작/ 예술 및 여가관련 서비스업,1280
4월,14시,스포츠 및 오락관련 서비스업,1073
4월,14시,협회 및 단체,1014
4월,14시,개인 및 소비용품 수리업,1605
4월,14시,기타 개인 서비스업,1273
4월,14시,가구내 고용활동,1136
4월,14시,국제 및 외국기관,1085
4월,15시,농업,934
4월,15시,임업,1170
4월,15시,어업,981
4월,15시,석탄/ 원유 및 천연가스 광업,1258
4월,15시,금속 광업,1449
4월,15시,비금속광물 광업;연료용 제외,1703
4월,15시,광업 지원 서비스업,1277
4월,15시,식료품 제조업,1281
4월,15시,음료 제조업,1168
4월,15시,담배 제조업,1088
4월,15시,섬유제품 제조업; 의복제외,1120
4월,15시,의복/ 의복액세서리 및 모피제품 제조업,1569
4월,15시,가죽/ 가방 및 신발 제조업,1520
4월,15시,목재 및 나무제품 제조업;가구제외,1349
4월,15시,펄프/ 종이 및 종이제품 제조업,1046
4월,15시,인쇄 및 기록매체 복제업,1520
4월,15시,코크스/ 연탄 및 석유정제품 제조업,996
4월,15시,화학물질 및 화학제품 제조업;의약품 제외,1058
4월,15시,의료용 물질 및 의약품 제조업,1222
4월,15시,고무제품 및 플라스틱제품 제조업,1188
4월,15시,비금속 광물제품 제조업,1075
4월,15시,1차 금속 제조업,967
4월,15시,금속가공제품 제조업;기계 및 가구 제외,1370
4월,15시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,1041
4월,15시,의료/ 정밀/ 광학기기 및 시계 제조업,983
4월,15시,전기장비 제조업,1148
4월,15시,기타 기계 및 장비 제조업,1378
4월,15시,자동차 및 트레일러 제조업,1224
4월,15시,기타 운송장비 제조업,1395
4월,15시,가구 제조업,1657
4월,15시,기타 제품 제조업,1401
4월,15시,산업용 기계 및 장비 수리업,1334
4월,15시,전기/ 가스/ 증기 및 공기조절 공급업,1032
4월,15시,수도사업,977
4월,15시,하수/ 폐수 및 분뇨 처리업,1006
4월,15시,폐기물 수집운반/ 처리 및 원료재생업,1421
4월,15시,환경 정화 및 복원업,1175
4월,15시,종합 건설업,1105
4월,15시,전문직별 공사업,1037
4월,15시,자동차 및 부품 판매업,1549
4월,15시,도매 및 상품중개업,1328
4월,15시,소매업; 자동차 제외,1350
4월,15시,육상운송 및 파이프라인 운송업,1186
4월,15시,수상 운송업,1229
4월,15시,항공 운송업,1344
4월,15시,창고 및 운송관련 서비스업,1181
4월,15시,숙박업,998
4월,15시,음식점 및 주점업,1210
4월,15시,출판업,1109
4월,15시,영상/ 오디오 기록물 제작 및 배급업,1377
4월,15시,방송업,1127
4월,15시,통신업,1046
4월,15시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,1058
4월,15시,정보서비스업,1036
4월,15시,금융업,1404
4월,15시,보험 및 연금업,1356
4월,15시,금융 및 보험 관련 서비스업,1284
4월,15시,부동산업,1288
4월,15시,연구개발업,1143
4월,15시,전문서비스업,1291
4월,15시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,1251
4월,15시,기타 전문/ 과학 및 기술 서비스업,1283
4월,15시,사업시설 관리 및 조경 서비스업,1242
4월,15시,사업지원 서비스업,1296
4월,15시,임대업;부동산 제외,1434
4월,15시,공공행정/ 국방 및 사회보장 행정,1158
4월,15시,교육 서비스업,1385
4월,15시,보건업,1231
4월,15시,사회복지 서비스업,962
4월,15시,창작/ 예술 및 여가관련 서비스업,1272
4월,15시,스포츠 및 오락관련 서비스업,1076
4월,15시,협회 및 단체,1003
4월,15시,개인 및 소비용품 수리업,1726
4월,15시,기타 개인 서비스업,1266
4월,15시,가구내 고용활동,1142
4월,15시,국제 및 외국기관,1079
4월,16시,농업,925
4월,16시,임업,1148
4월,16시,어업,975
4월,16시,석탄/ 원유 및 천연가스 광업,831
4월,16시,금속 광업,1359
4월,16시,비금속광물 광업;연료용 제외,1574
4월,16시,광업 지원 서비스업,1286
4월,16시,식료품 제조업,1246
4월,16시,음료 제조업,1154
4월,16시,담배 제조업,1156
4월,16시,섬유제품 제조업; 의복제외,1115
4월,16시,의복/ 의복액세서리 및 모피제품 제조업,1570
4월,16시,가죽/ 가방 및 신발 제조업,1467
4월,16시,목재 및 나무제품 제조업;가구제외,1311
4월,16시,펄프/ 종이 및 종이제품 제조업,1054
4월,16시,인쇄 및 기록매체 복제업,1501
4월,16시,코크스/ 연탄 및 석유정제품 제조업,996
4월,16시,화학물질 및 화학제품 제조업;의약품 제외,1058
4월,16시,의료용 물질 및 의약품 제조업,1211
4월,16시,고무제품 및 플라스틱제품 제조업,1197
4월,16시,비금속 광물제품 제조업,1083
4월,16시,1차 금속 제조업,971
4월,16시,금속가공제품 제조업;기계 및 가구 제외,1330
4월,16시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,1039
4월,16시,의료/ 정밀/ 광학기기 및 시계 제조업,1007
4월,16시,전기장비 제조업,1111
4월,16시,기타 기계 및 장비 제조업,1347
4월,16시,자동차 및 트레일러 제조업,1201
4월,16시,기타 운송장비 제조업,1346
4월,16시,가구 제조업,1601
4월,16시,기타 제품 제조업,1367
4월,16시,산업용 기계 및 장비 수리업,1326
4월,16시,전기/ 가스/ 증기 및 공기조절 공급업,1007
4월,16시,수도사업,980
4월,16시,하수/ 폐수 및 분뇨 처리업,1012
4월,16시,폐기물 수집운반/ 처리 및 원료재생업,1341
4월,16시,환경 정화 및 복원업,1117
4월,16시,종합 건설업,1096
4월,16시,전문직별 공사업,1016
4월,16시,자동차 및 부품 판매업,1516
4월,16시,도매 및 상품중개업,1296
4월,16시,소매업; 자동차 제외,1347
4월,16시,육상운송 및 파이프라인 운송업,1173
4월,16시,수상 운송업,1190
4월,16시,항공 운송업,1284
4월,16시,창고 및 운송관련 서비스업,1168
4월,16시,숙박업,1001
4월,16시,음식점 및 주점업,1180
4월,16시,출판업,1113
4월,16시,영상/ 오디오 기록물 제작 및 배급업,1377
4월,16시,방송업,1126
4월,16시,통신업,1044
4월,16시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,1059
4월,16시,정보서비스업,1042
4월,16시,금융업,1379
4월,16시,보험 및 연금업,1343
4월,16시,금융 및 보험 관련 서비스업,1275
4월,16시,부동산업,1278
4월,16시,연구개발업,1149
4월,16시,전문서비스업,1265
4월,16시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,1207
4월,16시,기타 전문/ 과학 및 기술 서비스업,1270
4월,16시,사업시설 관리 및 조경 서비스업,1233
4월,16시,사업지원 서비스업,1292
4월,16시,임대업;부동산 제외,1413
4월,16시,공공행정/ 국방 및 사회보장 행정,1153
4월,16시,교육 서비스업,1299
4월,16시,보건업,1220
4월,16시,사회복지 서비스업,982
4월,16시,창작/ 예술 및 여가관련 서비스업,1277
4월,16시,스포츠 및 오락관련 서비스업,1071
4월,16시,협회 및 단체,989
4월,16시,개인 및 소비용품 수리업,1694
4월,16시,기타 개인 서비스업,1246
4월,16시,가구내 고용활동,1172
4월,16시,국제 및 외국기관,1068
4월,17시,농업,905
4월,17시,임업,1106
4월,17시,어업,973
4월,17시,석탄/ 원유 및 천연가스 광업,746
4월,17시,금속 광업,1255
4월,17시,비금속광물 광업;연료용 제외,1524
4월,17시,광업 지원 서비스업,1232
4월,17시,식료품 제조업,1201
4월,17시,음료 제조업,1125
4월,17시,담배 제조업,1175
4월,17시,섬유제품 제조업; 의복제외,1103
4월,17시,의복/ 의복액세서리 및 모피제품 제조업,1550
4월,17시,가죽/ 가방 및 신발 제조업,1374
4월,17시,목재 및 나무제품 제조업;가구제외,1276
4월,17시,펄프/ 종이 및 종이제품 제조업,1055
4월,17시,인쇄 및 기록매체 복제업,1464
4월,17시,코크스/ 연탄 및 석유정제품 제조업,998
4월,17시,화학물질 및 화학제품 제조업;의약품 제외,1052
4월,17시,의료용 물질 및 의약품 제조업,1186
4월,17시,고무제품 및 플라스틱제품 제조업,1172
4월,17시,비금속 광물제품 제조업,1042
4월,17시,1차 금속 제조업,969
4월,17시,금속가공제품 제조업;기계 및 가구 제외,1296
4월,17시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,1038
4월,17시,의료/ 정밀/ 광학기기 및 시계 제조업,1018
4월,17시,전기장비 제조업,1113
4월,17시,기타 기계 및 장비 제조업,1313
4월,17시,자동차 및 트레일러 제조업,1190
4월,17시,기타 운송장비 제조업,1322
4월,17시,가구 제조업,1558
4월,17시,기타 제품 제조업,1328
4월,17시,산업용 기계 및 장비 수리업,1337
4월,17시,전기/ 가스/ 증기 및 공기조절 공급업,983
4월,17시,수도사업,985
4월,17시,하수/ 폐수 및 분뇨 처리업,1013
4월,17시,폐기물 수집운반/ 처리 및 원료재생업,1312
4월,17시,환경 정화 및 복원업,1069
4월,17시,종합 건설업,1089
4월,17시,전문직별 공사업,997
4월,17시,자동차 및 부품 판매업,1490
4월,17시,도매 및 상품중개업,1290
4월,17시,소매업; 자동차 제외,1348
4월,17시,육상운송 및 파이프라인 운송업,1217
4월,17시,수상 운송업,1170
4월,17시,항공 운송업,1222
4월,17시,창고 및 운송관련 서비스업,1166
4월,17시,숙박업,1013
4월,17시,음식점 및 주점업,1215
4월,17시,출판업,1106
4월,17시,영상/ 오디오 기록물 제작 및 배급업,1376
4월,17시,방송업,1129
4월,17시,통신업,1044
4월,17시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,1059
4월,17시,정보서비스업,1032
4월,17시,금융업,1347
4월,17시,보험 및 연금업,1317
4월,17시,금융 및 보험 관련 서비스업,1257
4월,17시,부동산업,1282
4월,17시,연구개발업,1138
4월,17시,전문서비스업,1248
4월,17시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,1205
4월,17시,기타 전문/ 과학 및 기술 서비스업,1214
4월,17시,사업시설 관리 및 조경 서비스업,1222
4월,17시,사업지원 서비스업,1274
4월,17시,임대업;부동산 제외,1355
4월,17시,공공행정/ 국방 및 사회보장 행정,1155
4월,17시,교육 서비스업,1140
4월,17시,보건업,1201
4월,17시,사회복지 서비스업,973
4월,17시,창작/ 예술 및 여가관련 서비스업,1279
4월,17시,스포츠 및 오락관련 서비스업,1079
4월,17시,협회 및 단체,983
4월,17시,개인 및 소비용품 수리업,1658
4월,17시,기타 개인 서비스업,1220
4월,17시,가구내 고용활동,1175
4월,17시,국제 및 외국기관,1029
4월,18시,농업,871
4월,18시,임업,1025
4월,18시,어업,979
4월,18시,석탄/ 원유 및 천연가스 광업,1119
4월,18시,금속 광업,1080
4월,18시,비금속광물 광업;연료용 제외,1213
4월,18시,광업 지원 서비스업,1146
4월,18시,식료품 제조업,1087
4월,18시,음료 제조업,1032
4월,18시,담배 제조업,1125
4월,18시,섬유제품 제조업; 의복제외,1082
4월,18시,의복/ 의복액세서리 및 모피제품 제조업,1456
4월,18시,가죽/ 가방 및 신발 제조업,1152
4월,18시,목재 및 나무제품 제조업;가구제외,1092
4월,18시,펄프/ 종이 및 종이제품 제조업,1038
4월,18시,인쇄 및 기록매체 복제업,1288
4월,18시,코크스/ 연탄 및 석유정제품 제조업,997
4월,18시,화학물질 및 화학제품 제조업;의약품 제외,1029
4월,18시,의료용 물질 및 의약품 제조업,1075
4월,18시,고무제품 및 플라스틱제품 제조업,1084
4월,18시,비금속 광물제품 제조업,1013
4월,18시,1차 금속 제조업,960
4월,18시,금속가공제품 제조업;기계 및 가구 제외,1097
4월,18시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,1020
4월,18시,의료/ 정밀/ 광학기기 및 시계 제조업,1015
4월,18시,전기장비 제조업,995
4월,18시,기타 기계 및 장비 제조업,1144
4월,18시,자동차 및 트레일러 제조업,1070
4월,18시,기타 운송장비 제조업,1076
4월,18시,가구 제조업,1251
4월,18시,기타 제품 제조업,1165
4월,18시,산업용 기계 및 장비 수리업,1253
4월,18시,전기/ 가스/ 증기 및 공기조절 공급업,975
4월,18시,수도사업,1021
4월,18시,하수/ 폐수 및 분뇨 처리업,1026
4월,18시,폐기물 수집운반/ 처리 및 원료재생업,1051
4월,18시,환경 정화 및 복원업,1086
4월,18시,종합 건설업,1096
4월,18시,전문직별 공사업,937
4월,18시,자동차 및 부품 판매업,1376
4월,18시,도매 및 상품중개업,1205
4월,18시,소매업; 자동차 제외,1346
4월,18시,육상운송 및 파이프라인 운송업,1277
4월,18시,수상 운송업,1078
4월,18시,항공 운송업,1064
4월,18시,창고 및 운송관련 서비스업,1133
4월,18시,숙박업,1043
4월,18시,음식점 및 주점업,1326
4월,18시,출판업,1083
4월,18시,영상/ 오디오 기록물 제작 및 배급업,1369
4월,18시,방송업,1120
4월,18시,통신업,1044
4월,18시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,1055
4월,18시,정보서비스업,1033
4월,18시,금융업,1271
4월,18시,보험 및 연금업,1271
4월,18시,금융 및 보험 관련 서비스업,1214
4월,18시,부동산업,1282
4월,18시,연구개발업,1111
4월,18시,전문서비스업,1229
4월,18시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,1101
4월,18시,기타 전문/ 과학 및 기술 서비스업,1119
4월,18시,사업시설 관리 및 조경 서비스업,1169
4월,18시,사업지원 서비스업,1249
4월,18시,임대업;부동산 제외,1298
4월,18시,공공행정/ 국방 및 사회보장 행정,1137
4월,18시,교육 서비스업,963
4월,18시,보건업,1110
4월,18시,사회복지 서비스업,962
4월,18시,창작/ 예술 및 여가관련 서비스업,1219
4월,18시,스포츠 및 오락관련 서비스업,1107
4월,18시,협회 및 단체,977
4월,18시,개인 및 소비용품 수리업,1464
4월,18시,기타 개인 서비스업,1191
4월,18시,가구내 고용활동,1176
4월,18시,국제 및 외국기관,995
4월,19시,농업,870
4월,19시,임업,883
4월,19시,어업,990
4월,19시,석탄/ 원유 및 천연가스 광업,1262
4월,19시,금속 광업,901
4월,19시,비금속광물 광업;연료용 제외,789
4월,19시,광업 지원 서비스업,1043
4월,19시,식료품 제조업,980
4월,19시,음료 제조업,1008
4월,19시,담배 제조업,1069
4월,19시,섬유제품 제조업; 의복제외,1019
4월,19시,의복/ 의복액세서리 및 모피제품 제조업,1251
4월,19시,가죽/ 가방 및 신발 제조업,968
4월,19시,목재 및 나무제품 제조업;가구제외,986
4월,19시,펄프/ 종이 및 종이제품 제조업,1007
4월,19시,인쇄 및 기록매체 복제업,1081
4월,19시,코크스/ 연탄 및 석유정제품 제조업,997
4월,19시,화학물질 및 화학제품 제조업;의약품 제외,1005
4월,19시,의료용 물질 및 의약품 제조업,980
4월,19시,고무제품 및 플라스틱제품 제조업,1023
4월,19시,비금속 광물제품 제조업,943
4월,19시,1차 금속 제조업,953
4월,19시,금속가공제품 제조업;기계 및 가구 제외,1017
4월,19시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,1007
4월,19시,의료/ 정밀/ 광학기기 및 시계 제조업,991
4월,19시,전기장비 제조업,952
4월,19시,기타 기계 및 장비 제조업,1064
4월,19시,자동차 및 트레일러 제조업,1065
4월,19시,기타 운송장비 제조업,915
4월,19시,가구 제조업,1059
4월,19시,기타 제품 제조업,1040
4월,19시,산업용 기계 및 장비 수리업,1063
4월,19시,전기/ 가스/ 증기 및 공기조절 공급업,970
4월,19시,수도사업,1063
4월,19시,하수/ 폐수 및 분뇨 처리업,1033
4월,19시,폐기물 수집운반/ 처리 및 원료재생업,875
4월,19시,환경 정화 및 복원업,1240
4월,19시,종합 건설업,1115
4월,19시,전문직별 공사업,920
4월,19시,자동차 및 부품 판매업,1164
4월,19시,도매 및 상품중개업,1086
4월,19시,소매업; 자동차 제외,1319
4월,19시,육상운송 및 파이프라인 운송업,1383
4월,19시,수상 운송업,923
4월,19시,항공 운송업,1015
4월,19시,창고 및 운송관련 서비스업,1072
4월,19시,숙박업,1078
4월,19시,음식점 및 주점업,1437
4월,19시,출판업,1065
4월,19시,영상/ 오디오 기록물 제작 및 배급업,1312
4월,19시,방송업,1066
4월,19시,통신업,1024
4월,19시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,1035
4월,19시,정보서비스업,1019
4월,19시,금융업,1052
4월,19시,보험 및 연금업,1070
4월,19시,금융 및 보험 관련 서비스업,1062
4월,19시,부동산업,1229
4월,19시,연구개발업,1025
4월,19시,전문서비스업,1106
4월,19시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,976
4월,19시,기타 전문/ 과학 및 기술 서비스업,1052
4월,19시,사업시설 관리 및 조경 서비스업,1042
4월,19시,사업지원 서비스업,1141
4월,19시,임대업;부동산 제외,1164
4월,19시,공공행정/ 국방 및 사회보장 행정,1041
4월,19시,교육 서비스업,889
4월,19시,보건업,965
4월,19시,사회복지 서비스업,834
4월,19시,창작/ 예술 및 여가관련 서비스업,1031
4월,19시,스포츠 및 오락관련 서비스업,1219
4월,19시,협회 및 단체,1001
4월,19시,개인 및 소비용품 수리업,1060
4월,19시,기타 개인 서비스업,1125
4월,19시,가구내 고용활동,1172
4월,19시,국제 및 외국기관,989
4월,20시,농업,922
4월,20시,임업,917
4월,20시,어업,996
4월,20시,석탄/ 원유 및 천연가스 광업,1242
4월,20시,금속 광업,867
4월,20시,비금속광물 광업;연료용 제외,744
4월,20시,광업 지원 서비스업,1004
4월,20시,식료품 제조업,926
4월,20시,음료 제조업,1003
4월,20시,담배 제조업,1053
4월,20시,섬유제품 제조업; 의복제외,975
4월,20시,의복/ 의복액세서리 및 모피제품 제조업,994
4월,20시,가죽/ 가방 및 신발 제조업,852
4월,20시,목재 및 나무제품 제조업;가구제외,934
4월,20시,펄프/ 종이 및 종이제품 제조업,987
4월,20시,인쇄 및 기록매체 복제업,955
4월,20시,코크스/ 연탄 및 석유정제품 제조업,1003
4월,20시,화학물질 및 화학제품 제조업;의약품 제외,992
4월,20시,의료용 물질 및 의약품 제조업,944
4월,20시,고무제품 및 플라스틱제품 제조업,982
4월,20시,비금속 광물제품 제조업,928
4월,20시,1차 금속 제조업,940
4월,20시,금속가공제품 제조업;기계 및 가구 제외,962
4월,20시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,998
