월별,시간별,항목,2020 년
3월,24시,의복/ 의복액세서리 및 모피제품 제조업,630
3월,24시,가죽/ 가방 및 신발 제조업,663
3월,24시,목재 및 나무제품 제조업;가구제외,762
3월,24시,펄프/ 종이 및 종이제품 제조업,951
3월,24시,인쇄 및 기록매체 복제업,684
3월,24시,코크스/ 연탄 및 석유정제품 제조업,997
3월,24시,화학물질 및 화학제품 제조업;의약품 제외,960
3월,24시,의료용 물질 및 의약품 제조업,841
3월,24시,고무제품 및 플라스틱제품 제조업,869
3월,24시,비금속 광물제품 제조업,913
3월,24시,1차 금속 제조업,1095
3월,24시,금속가공제품 제조업;기계 및 가구 제외,787
3월,24시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,973
3월,24시,의료/ 정밀/ 광학기기 및 시계 제조업,970
3월,24시,전기장비 제조업,935
3월,24시,기타 기계 및 장비 제조업,747
3월,24시,자동차 및 트레일러 제조업,930
3월,24시,기타 운송장비 제조업,784
3월,24시,가구 제조업,760
3월,24시,기타 제품 제조업,718
3월,24시,전기/ 가스/ 증기 및 공기조절 공급업,996
3월,24시,수도사업,999
3월,24시,하수/ 폐수 및 분뇨 처리업,1001
3월,24시,폐기물 수집운반/ 처리 및 원료재생업,745
3월,24시,환경 정화 및 복원업,861
3월,24시,종합 건설업,807
3월,24시,전문직별 공사업,802
3월,24시,자동차 및 부품 판매업,487
3월,24시,도매 및 상품중개업,710
3월,24시,소매업; 자동차 제외,659
3월,24시,육상운송 및 파이프라인 운송업,917
3월,24시,수상 운송업,737
3월,24시,항공 운송업,715
3월,24시,창고 및 운송관련 서비스업,826
3월,24시,숙박업,1082
3월,24시,음식점 및 주점업,808
3월,24시,출판업,932
3월,24시,영상/ 오디오 기록물 제작 및 배급업,753
3월,24시,방송업,882
3월,24시,통신업,947
3월,24시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,948
3월,24시,정보서비스업,938
3월,24시,금융업,657
3월,24시,보험 및 연금업,626
3월,24시,금융 및 보험 관련 서비스업,686
3월,24시,부동산업,710
3월,24시,연구개발업,838
3월,24시,전문서비스업,792
3월,24시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,793
3월,24시,기타 전문/ 과학 및 기술 서비스업,778
3월,24시,사업시설 관리 및 조경 서비스업,777
3월,24시,사업지원 서비스업,731
3월,24시,임대업;부동산 제외,204
3월,24시,공공행정/ 국방 및 사회보장 행정,785
3월,24시,교육 서비스업,810
3월,24시,보건업,805
3월,24시,사회복지 서비스업,1274
3월,24시,창작/ 예술 및 여가관련 서비스업,764
3월,24시,스포츠 및 오락관련 서비스업,768
3월,24시,협회 및 단체,1033
3월,24시,개인 및 소비용품 수리업,397
3월,24시,기타 개인 서비스업,709
3월,24시,가구내 고용활동,477
3월,24시,국제 및 외국기관,907
4월,1시,농업,1116
4월,1시,임업,1041
4월,1시,어업,1005
4월,1시,석탄/ 원유 및 천연가스 광업,625
4월,1시,금속 광업,776
4월,1시,비금속광물 광업;연료용 제외,457
4월,1시,광업 지원 서비스업,664
4월,1시,식료품 제조업,781
4월,1시,음료 제조업,810
4월,1시,담배 제조업,709
4월,1시,섬유제품 제조업; 의복제외,883
4월,1시,의복/ 의복액세서리 및 모피제품 제조업,549
4월,1시,가죽/ 가방 및 신발 제조업,624
4월,1시,목재 및 나무제품 제조업;가구제외,765
4월,1시,펄프/ 종이 및 종이제품 제조업,941
4월,1시,인쇄 및 기록매체 복제업,540
4월,1시,코크스/ 연탄 및 석유정제품 제조업,1013
4월,1시,화학물질 및 화학제품 제조업;의약품 제외,942
4월,1시,의료용 물질 및 의약품 제조업,820
4월,1시,고무제품 및 플라스틱제품 제조업,775
4월,1시,비금속 광물제품 제조업,921
4월,1시,1차 금속 제조업,1153
4월,1시,금속가공제품 제조업;기계 및 가구 제외,685
4월,1시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,964
4월,1시,의료/ 정밀/ 광학기기 및 시계 제조업,992
4월,1시,전기장비 제조업,889
4월,1시,기타 기계 및 장비 제조업,647
4월,1시,자동차 및 트레일러 제조업,725
4월,1시,기타 운송장비 제조업,680
4월,1시,가구 제조업,698
4월,1시,기타 제품 제조업,621
4월,1시,전기/ 가스/ 증기 및 공기조절 공급업,1006
4월,1시,수도사업,960
4월,1시,하수/ 폐수 및 분뇨 처리업,985
4월,1시,폐기물 수집운반/ 처리 및 원료재생업,698
4월,1시,환경 정화 및 복원업,821
4월,1시,종합 건설업,775
4월,1시,전문직별 공사업,924
4월,1시,자동차 및 부품 판매업,451
4월,1시,도매 및 상품중개업,710
4월,1시,소매업; 자동차 제외,591
4월,1시,육상운송 및 파이프라인 운송업,494
4월,1시,수상 운송업,753
4월,1시,항공 운송업,711
4월,1시,창고 및 운송관련 서비스업,788
4월,1시,숙박업,1008
4월,1시,음식점 및 주점업,723
4월,1시,출판업,905
4월,1시,영상/ 오디오 기록물 제작 및 배급업,709
4월,1시,방송업,883
4월,1시,통신업,943
4월,1시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,938
4월,1시,정보서비스업,925
4월,1시,금융업,648
4월,1시,보험 및 연금업,611
4월,1시,금융 및 보험 관련 서비스업,684
4월,1시,부동산업,658
4월,1시,연구개발업,849
4월,1시,전문서비스업,711
4월,1시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,774
4월,1시,기타 전문/ 과학 및 기술 서비스업,758
4월,1시,사업시설 관리 및 조경 서비스업,725
4월,1시,사업지원 서비스업,717
4월,1시,임대업;부동산 제외,216
4월,1시,공공행정/ 국방 및 사회보장 행정,792
4월,1시,교육 서비스업,741
4월,1시,보건업,795
4월,1시,사회복지 서비스업,1223
4월,1시,창작/ 예술 및 여가관련 서비스업,769
4월,1시,스포츠 및 오락관련 서비스업,740
4월,1시,협회 및 단체,965
4월,1시,개인 및 소비용품 수리업,394
4월,1시,기타 개인 서비스업,662
4월,1시,가구내 고용활동,471
4월,1시,국제 및 외국기관,916
4월,2시,농업,1136
4월,2시,임업,1024
4월,2시,어업,1002
4월,2시,석탄/ 원유 및 천연가스 광업,655
4월,2시,금속 광업,752
4월,2시,비금속광물 광업;연료용 제외,511
4월,2시,광업 지원 서비스업,652
4월,2시,식료품 제조업,775
4월,2시,음료 제조업,846
4월,2시,담배 제조업,720
4월,2시,섬유제품 제조업; 의복제외,882
4월,2시,의복/ 의복액세서리 및 모피제품 제조업,552
4월,2시,가죽/ 가방 및 신발 제조업,625
4월,2시,목재 및 나무제품 제조업;가구제외,759
4월,2시,펄프/ 종이 및 종이제품 제조업,958
4월,2시,인쇄 및 기록매체 복제업,555
4월,2시,코크스/ 연탄 및 석유정제품 제조업,1012
4월,2시,화학물질 및 화학제품 제조업;의약품 제외,945
4월,2시,의료용 물질 및 의약품 제조업,812
4월,2시,고무제품 및 플라스틱제품 제조업,780
4월,2시,비금속 광물제품 제조업,930
4월,2시,1차 금속 제조업,1159
4월,2시,금속가공제품 제조업;기계 및 가구 제외,691
4월,2시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,964
4월,2시,의료/ 정밀/ 광학기기 및 시계 제조업,1037
4월,2시,전기장비 제조업,905
4월,2시,기타 기계 및 장비 제조업,646
4월,2시,자동차 및 트레일러 제조업,714
4월,2시,기타 운송장비 제조업,717
4월,2시,가구 제조업,699
4월,2시,기타 제품 제조업,625
4월,2시,전기/ 가스/ 증기 및 공기조절 공급업,994
4월,2시,수도사업,922
4월,2시,하수/ 폐수 및 분뇨 처리업,969
4월,2시,폐기물 수집운반/ 처리 및 원료재생업,719
4월,2시,환경 정화 및 복원업,807
4월,2시,종합 건설업,749
4월,2시,전문직별 공사업,899
4월,2시,자동차 및 부품 판매업,421
4월,2시,도매 및 상품중개업,703
4월,2시,소매업; 자동차 제외,564
4월,2시,육상운송 및 파이프라인 운송업,293
4월,2시,수상 운송업,770
4월,2시,항공 운송업,686
4월,2시,창고 및 운송관련 서비스업,779
4월,2시,숙박업,944
4월,2시,음식점 및 주점업,670
4월,2시,출판업,872
4월,2시,영상/ 오디오 기록물 제작 및 배급업,688
4월,2시,방송업,881
4월,2시,통신업,936
4월,2시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,933
4월,2시,정보서비스업,933
4월,2시,금융업,640
4월,2시,보험 및 연금업,602
4월,2시,금융 및 보험 관련 서비스업,678
4월,2시,부동산업,625
4월,2시,연구개발업,841
4월,2시,전문서비스업,683
4월,2시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,756
4월,2시,기타 전문/ 과학 및 기술 서비스업,743
4월,2시,사업시설 관리 및 조경 서비스업,722
4월,2시,사업지원 서비스업,700
4월,2시,임대업;부동산 제외,239
4월,2시,공공행정/ 국방 및 사회보장 행정,780
4월,2시,교육 서비스업,727
4월,2시,보건업,780
4월,2시,사회복지 서비스업,1137
4월,2시,창작/ 예술 및 여가관련 서비스업,758
4월,2시,스포츠 및 오락관련 서비스업,706
4월,2시,협회 및 단체,913
4월,2시,개인 및 소비용품 수리업,373
4월,2시,기타 개인 서비스업,640
4월,2시,가구내 고용활동,460
4월,2시,국제 및 외국기관,903
4월,3시,농업,1168
4월,3시,임업,1009
4월,3시,어업,1003
4월,3시,석탄/ 원유 및 천연가스 광업,649
4월,3시,금속 광업,749
4월,3시,비금속광물 광업;연료용 제외,508
4월,3시,광업 지원 서비스업,701
4월,3시,식료품 제조업,768
4월,3시,음료 제조업,846
4월,3시,담배 제조업,712
4월,3시,섬유제품 제조업; 의복제외,877
4월,3시,의복/ 의복액세서리 및 모피제품 제조업,549
4월,3시,가죽/ 가방 및 신발 제조업,620
4월,3시,목재 및 나무제품 제조업;가구제외,759
4월,3시,펄프/ 종이 및 종이제품 제조업,970
4월,3시,인쇄 및 기록매체 복제업,566
4월,3시,코크스/ 연탄 및 석유정제품 제조업,1011
4월,3시,화학물질 및 화학제품 제조업;의약품 제외,944
4월,3시,의료용 물질 및 의약품 제조업,808
4월,3시,고무제품 및 플라스틱제품 제조업,788
4월,3시,비금속 광물제품 제조업,930
4월,3시,1차 금속 제조업,1164
4월,3시,금속가공제품 제조업;기계 및 가구 제외,690
4월,3시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,965
4월,3시,의료/ 정밀/ 광학기기 및 시계 제조업,1023
4월,3시,전기장비 제조업,907
4월,3시,기타 기계 및 장비 제조업,650
4월,3시,자동차 및 트레일러 제조업,709
4월,3시,기타 운송장비 제조업,724
4월,3시,가구 제조업,700
4월,3시,기타 제품 제조업,627
4월,3시,전기/ 가스/ 증기 및 공기조절 공급업,985
4월,3시,수도사업,896
4월,3시,하수/ 폐수 및 분뇨 처리업,951
4월,3시,폐기물 수집운반/ 처리 및 원료재생업,725
4월,3시,환경 정화 및 복원업,747
4월,3시,종합 건설업,740
4월,3시,전문직별 공사업,872
4월,3시,자동차 및 부품 판매업,416
4월,3시,도매 및 상품중개업,700
4월,3시,소매업; 자동차 제외,549
4월,3시,육상운송 및 파이프라인 운송업,280
4월,3시,수상 운송업,748
4월,3시,항공 운송업,676
4월,3시,창고 및 운송관련 서비스업,761
4월,3시,숙박업,898
4월,3시,음식점 및 주점업,633
4월,3시,출판업,863
4월,3시,영상/ 오디오 기록물 제작 및 배급업,676
4월,3시,방송업,863
4월,3시,통신업,931
4월,3시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,929
4월,3시,정보서비스업,928
4월,3시,금융업,637
4월,3시,보험 및 연금업,595
4월,3시,금융 및 보험 관련 서비스업,674
4월,3시,부동산업,604
4월,3시,연구개발업,838
4월,3시,전문서비스업,671
4월,3시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,752
4월,3시,기타 전문/ 과학 및 기술 서비스업,740
4월,3시,사업시설 관리 및 조경 서비스업,721
4월,3시,사업지원 서비스업,683
4월,3시,임대업;부동산 제외,241
4월,3시,공공행정/ 국방 및 사회보장 행정,773
4월,3시,교육 서비스업,711
4월,3시,보건업,770
4월,3시,사회복지 서비스업,1068
4월,3시,창작/ 예술 및 여가관련 서비스업,750
4월,3시,스포츠 및 오락관련 서비스업,685
4월,3시,협회 및 단체,878
4월,3시,개인 및 소비용품 수리업,363
4월,3시,기타 개인 서비스업,639
4월,3시,가구내 고용활동,467
4월,3시,국제 및 외국기관,896
4월,4시,농업,1209
4월,4시,임업,1017
4월,4시,어업,1003
4월,4시,석탄/ 원유 및 천연가스 광업,780
4월,4시,금속 광업,746
4월,4시,비금속광물 광업;연료용 제외,532
4월,4시,광업 지원 서비스업,736
4월,4시,식료품 제조업,759
4월,4시,음료 제조업,840
4월,4시,담배 제조업,707
4월,4시,섬유제품 제조업; 의복제외,877
4월,4시,의복/ 의복액세서리 및 모피제품 제조업,548
4월,4시,가죽/ 가방 및 신발 제조업,620
4월,4시,목재 및 나무제품 제조업;가구제외,762
4월,4시,펄프/ 종이 및 종이제품 제조업,978
4월,4시,인쇄 및 기록매체 복제업,568
4월,4시,코크스/ 연탄 및 석유정제품 제조업,1005
4월,4시,화학물질 및 화학제품 제조업;의약품 제외,944
4월,4시,의료용 물질 및 의약품 제조업,805
4월,4시,고무제품 및 플라스틱제품 제조업,795
4월,4시,비금속 광물제품 제조업,933
4월,4시,1차 금속 제조업,1156
4월,4시,금속가공제품 제조업;기계 및 가구 제외,680
4월,4시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,964
4월,4시,의료/ 정밀/ 광학기기 및 시계 제조업,1010
4월,4시,전기장비 제조업,895
4월,4시,기타 기계 및 장비 제조업,652
4월,4시,자동차 및 트레일러 제조업,697
4월,4시,기타 운송장비 제조업,708
4월,4시,가구 제조업,699
4월,4시,기타 제품 제조업,626
4월,4시,전기/ 가스/ 증기 및 공기조절 공급업,993
4월,4시,수도사업,880
4월,4시,하수/ 폐수 및 분뇨 처리업,940
4월,4시,폐기물 수집운반/ 처리 및 원료재생업,727
4월,4시,환경 정화 및 복원업,718
4월,4시,종합 건설업,732
4월,4시,전문직별 공사업,860
4월,4시,자동차 및 부품 판매업,412
4월,4시,도매 및 상품중개업,697
4월,4시,소매업; 자동차 제외,541
4월,4시,육상운송 및 파이프라인 운송업,285
4월,4시,수상 운송업,737
4월,4시,항공 운송업,672
4월,4시,창고 및 운송관련 서비스업,757
4월,4시,숙박업,875
4월,4시,음식점 및 주점업,613
4월,4시,출판업,860
4월,4시,영상/ 오디오 기록물 제작 및 배급업,664
4월,4시,방송업,834
4월,4시,통신업,930
4월,4시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,927
4월,4시,정보서비스업,923
4월,4시,금융업,636
4월,4시,보험 및 연금업,593
4월,4시,금융 및 보험 관련 서비스업,673
4월,4시,부동산업,594
4월,4시,연구개발업,838
4월,4시,전문서비스업,673
4월,4시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,749
4월,4시,기타 전문/ 과학 및 기술 서비스업,749
4월,4시,사업시설 관리 및 조경 서비스업,711
4월,4시,사업지원 서비스업,681
4월,4시,임대업;부동산 제외,234
4월,4시,공공행정/ 국방 및 사회보장 행정,773
4월,4시,교육 서비스업,702
4월,4시,보건업,771
4월,4시,사회복지 서비스업,1023
4월,4시,창작/ 예술 및 여가관련 서비스업,750
4월,4시,스포츠 및 오락관련 서비스업,682
4월,4시,협회 및 단체,892
4월,4시,개인 및 소비용품 수리업,362
4월,4시,기타 개인 서비스업,698
4월,4시,가구내 고용활동,596
4월,4시,국제 및 외국기관,897
4월,5시,농업,1272
4월,5시,임업,1014
4월,5시,어업,1004
4월,5시,석탄/ 원유 및 천연가스 광업,785
4월,5시,금속 광업,732
4월,5시,비금속광물 광업;연료용 제외,518
4월,5시,광업 지원 서비스업,726
4월,5시,식료품 제조업,758
4월,5시,음료 제조업,836
4월,5시,담배 제조업,708
4월,5시,섬유제품 제조업; 의복제외,873
4월,5시,의복/ 의복액세서리 및 모피제품 제조업,555
4월,5시,가죽/ 가방 및 신발 제조업,621
4월,5시,목재 및 나무제품 제조업;가구제외,766
4월,5시,펄프/ 종이 및 종이제품 제조업,979
4월,5시,인쇄 및 기록매체 복제업,568
4월,5시,코크스/ 연탄 및 석유정제품 제조업,997
4월,5시,화학물질 및 화학제품 제조업;의약품 제외,946
4월,5시,의료용 물질 및 의약품 제조업,804
4월,5시,고무제품 및 플라스틱제품 제조업,794
4월,5시,비금속 광물제품 제조업,932
4월,5시,1차 금속 제조업,1152
4월,5시,금속가공제품 제조업;기계 및 가구 제외,675
4월,5시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,964
4월,5시,의료/ 정밀/ 광학기기 및 시계 제조업,995
4월,5시,전기장비 제조업,872
4월,5시,기타 기계 및 장비 제조업,653
4월,5시,자동차 및 트레일러 제조업,700
4월,5시,기타 운송장비 제조업,715
4월,5시,가구 제조업,701
4월,5시,기타 제품 제조업,631
4월,5시,전기/ 가스/ 증기 및 공기조절 공급업,1001
4월,5시,수도사업,879
4월,5시,하수/ 폐수 및 분뇨 처리업,933
4월,5시,폐기물 수집운반/ 처리 및 원료재생업,728
4월,5시,환경 정화 및 복원업,724
4월,5시,종합 건설업,741
4월,5시,전문직별 공사업,874
4월,5시,자동차 및 부품 판매업,424
4월,5시,도매 및 상품중개업,710
4월,5시,소매업; 자동차 제외,549
4월,5시,육상운송 및 파이프라인 운송업,374
4월,5시,수상 운송업,727
4월,5시,항공 운송업,677
4월,5시,창고 및 운송관련 서비스업,770
4월,5시,숙박업,878
4월,5시,음식점 및 주점업,609
4월,5시,출판업,865
4월,5시,영상/ 오디오 기록물 제작 및 배급업,652
4월,5시,방송업,829
4월,5시,통신업,931
4월,5시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,926
4월,5시,정보서비스업,918
4월,5시,금융업,647
4월,5시,보험 및 연금업,603
4월,5시,금융 및 보험 관련 서비스업,679
4월,5시,부동산업,603
4월,5시,연구개발업,840
4월,5시,전문서비스업,682
4월,5시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,760
4월,5시,기타 전문/ 과학 및 기술 서비스업,759
4월,5시,사업시설 관리 및 조경 서비스업,713
4월,5시,사업지원 서비스업,689
4월,5시,임대업;부동산 제외,260
4월,5시,공공행정/ 국방 및 사회보장 행정,781
4월,5시,교육 서비스업,706
4월,5시,보건업,792
4월,5시,사회복지 서비스업,1042
4월,5시,창작/ 예술 및 여가관련 서비스업,754
4월,5시,스포츠 및 오락관련 서비스업,723
4월,5시,협회 및 단체,1044
4월,5시,개인 및 소비용품 수리업,365
4월,5시,기타 개인 서비스업,849
4월,5시,가구내 고용활동,798
4월,5시,국제 및 외국기관,905
4월,6시,농업,1330
4월,6시,임업,1017
4월,6시,어업,1013
4월,6시,석탄/ 원유 및 천연가스 광업,752
4월,6시,금속 광업,735
4월,6시,비금속광물 광업;연료용 제외,518
4월,6시,광업 지원 서비스업,723
4월,6시,식료품 제조업,770
4월,6시,음료 제조업,831
4월,6시,담배 제조업,741
4월,6시,섬유제품 제조업; 의복제외,874
4월,6시,의복/ 의복액세서리 및 모피제품 제조업,561
4월,6시,가죽/ 가방 및 신발 제조업,657
4월,6시,목재 및 나무제품 제조업;가구제외,779
4월,6시,펄프/ 종이 및 종이제품 제조업,977
4월,6시,인쇄 및 기록매체 복제업,582
4월,6시,코크스/ 연탄 및 석유정제품 제조업,995
4월,6시,화학물질 및 화학제품 제조업;의약품 제외,949
4월,6시,의료용 물질 및 의약품 제조업,811
4월,6시,고무제품 및 플라스틱제품 제조업,796
4월,6시,비금속 광물제품 제조업,938
4월,6시,1차 금속 제조업,1156
4월,6시,금속가공제품 제조업;기계 및 가구 제외,677
4월,6시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,964
4월,6시,의료/ 정밀/ 광학기기 및 시계 제조업,976
4월,6시,전기장비 제조업,867
4월,6시,기타 기계 및 장비 제조업,664
4월,6시,자동차 및 트레일러 제조업,710
4월,6시,기타 운송장비 제조업,694
4월,6시,가구 제조업,709
4월,6시,기타 제품 제조업,651
4월,6시,전기/ 가스/ 증기 및 공기조절 공급업,980
4월,6시,수도사업,894
4월,6시,하수/ 폐수 및 분뇨 처리업,931
4월,6시,폐기물 수집운반/ 처리 및 원료재생업,742
4월,6시,환경 정화 및 복원업,733
4월,6시,종합 건설업,797
4월,6시,전문직별 공사업,928
4월,6시,자동차 및 부품 판매업,494
4월,6시,도매 및 상품중개업,729
4월,6시,소매업; 자동차 제외,571
4월,6시,육상운송 및 파이프라인 운송업,737
4월,6시,수상 운송업,818
4월,6시,항공 운송업,680
4월,6시,창고 및 운송관련 서비스업,810
4월,6시,숙박업,911
4월,6시,음식점 및 주점업,626
4월,6시,출판업,883
4월,6시,영상/ 오디오 기록물 제작 및 배급업,675
4월,6시,방송업,870
4월,6시,통신업,940
4월,6시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,931
4월,6시,정보서비스업,927
4월,6시,금융업,694
4월,6시,보험 및 연금업,681
4월,6시,금융 및 보험 관련 서비스업,746
4월,6시,부동산업,645
4월,6시,연구개발업,862
4월,6시,전문서비스업,737
4월,6시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,789
4월,6시,기타 전문/ 과학 및 기술 서비스업,805
4월,6시,사업시설 관리 및 조경 서비스업,727
4월,6시,사업지원 서비스업,736
4월,6시,임대업;부동산 제외,260
4월,6시,공공행정/ 국방 및 사회보장 행정,818
4월,6시,교육 서비스업,729
4월,6시,보건업,866
4월,6시,사회복지 서비스업,1122
4월,6시,창작/ 예술 및 여가관련 서비스업,768
4월,6시,스포츠 및 오락관련 서비스업,862
4월,6시,협회 및 단체,1154
4월,6시,개인 및 소비용품 수리업,396
4월,6시,기타 개인 서비스업,1019
4월,6시,가구내 고용활동,965
4월,6시,국제 및 외국기관,953
4월,7시,농업,1325
4월,7시,임업,1025
4월,7시,어업,1026
4월,7시,석탄/ 원유 및 천연가스 광업,743
4월,7시,금속 광업,704
4월,7시,비금속광물 광업;연료용 제외,631
4월,7시,광업 지원 서비스업,762
4월,7시,식료품 제조업,826
4월,7시,음료 제조업,885
4월,7시,담배 제조업,805
4월,7시,섬유제품 제조업; 의복제외,902
4월,7시,의복/ 의복액세서리 및 모피제품 제조업,615
4월,7시,가죽/ 가방 및 신발 제조업,786
4월,7시,목재 및 나무제품 제조업;가구제외,823
4월,7시,펄프/ 종이 및 종이제품 제조업,977
4월,7시,인쇄 및 기록매체 복제업,628
4월,7시,코크스/ 연탄 및 석유정제품 제조업,990
4월,7시,화학물질 및 화학제품 제조업;의약품 제외,958
4월,7시,의료용 물질 및 의약품 제조업,840
4월,7시,고무제품 및 플라스틱제품 제조업,852
4월,7시,비금속 광물제품 제조업,977
4월,7시,1차 금속 제조업,1142
4월,7시,금속가공제품 제조업;기계 및 가구 제외,747
4월,7시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,970
4월,7시,의료/ 정밀/ 광학기기 및 시계 제조업,954
4월,7시,전기장비 제조업,898
4월,7시,기타 기계 및 장비 제조업,726
4월,7시,자동차 및 트레일러 제조업,823
4월,7시,기타 운송장비 제조업,704
4월,7시,가구 제조업,747
4월,7시,기타 제품 제조업,721
4월,7시,전기/ 가스/ 증기 및 공기조절 공급업,949
4월,7시,수도사업,965
4월,7시,하수/ 폐수 및 분뇨 처리업,948
4월,7시,폐기물 수집운반/ 처리 및 원료재생업,800
4월,7시,환경 정화 및 복원업,847
4월,7시,종합 건설업,938
4월,7시,전문직별 공사업,1034
4월,7시,자동차 및 부품 판매업,645
4월,7시,도매 및 상품중개업,791
4월,7시,소매업; 자동차 제외,631
4월,7시,육상운송 및 파이프라인 운송업,1120
4월,7시,수상 운송업,802
4월,7시,항공 운송업,730
4월,7시,창고 및 운송관련 서비스업,853
4월,7시,숙박업,943
4월,7시,음식점 및 주점업,686
4월,7시,출판업,928
4월,7시,영상/ 오디오 기록물 제작 및 배급업,695
4월,7시,방송업,935
4월,7시,통신업,960
4월,7시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,942
4월,7시,정보서비스업,951
4월,7시,금융업,791
4월,7시,보험 및 연금업,847
4월,7시,금융 및 보험 관련 서비스업,883
4월,7시,부동산업,733
4월,7시,연구개발업,913
4월,7시,전문서비스업,853
4월,7시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,864
4월,7시,기타 전문/ 과학 및 기술 서비스업,879
4월,7시,사업시설 관리 및 조경 서비스업,780
4월,7시,사업지원 서비스업,835
4월,7시,임대업;부동산 제외,246
4월,7시,공공행정/ 국방 및 사회보장 행정,915
4월,7시,교육 서비스업,778
4월,7시,보건업,978
4월,7시,사회복지 서비스업,1195
4월,7시,창작/ 예술 및 여가관련 서비스업,811
4월,7시,스포츠 및 오락관련 서비스업,940
4월,7시,협회 및 단체,1021
4월,7시,개인 및 소비용품 수리업,520
4월,7시,기타 개인 서비스업,1107
4월,7시,가구내 고용활동,1178
4월,7시,국제 및 외국기관,973
4월,8시,농업,1109
4월,8시,임업,959
4월,8시,어업,1029
4월,8시,석탄/ 원유 및 천연가스 광업,678
4월,8시,금속 광업,908
4월,8시,비금속광물 광업;연료용 제외,1373
4월,8시,광업 지원 서비스업,1153
4월,8시,식료품 제조업,962
4월,8시,음료 제조업,985
4월,8시,담배 제조업,1089
4월,8시,섬유제품 제조업; 의복제외,981
4월,8시,의복/ 의복액세서리 및 모피제품 제조업,900
4월,8시,가죽/ 가방 및 신발 제조업,1066
4월,8시,목재 및 나무제품 제조업;가구제외,966
4월,8시,펄프/ 종이 및 종이제품 제조업,993
4월,8시,인쇄 및 기록매체 복제업,795
4월,8시,코크스/ 연탄 및 석유정제품 제조업,992
4월,8시,화학물질 및 화학제품 제조업;의약품 제외,986
4월,8시,의료용 물질 및 의약품 제조업,946
4월,8시,고무제품 및 플라스틱제품 제조업,963
4월,8시,비금속 광물제품 제조업,1108
4월,8시,1차 금속 제조업,1147
4월,8시,금속가공제품 제조업;기계 및 가구 제외,921
4월,8시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,991
4월,8시,의료/ 정밀/ 광학기기 및 시계 제조업,1004
4월,8시,전기장비 제조업,975
4월,8시,기타 기계 및 장비 제조업,911
4월,8시,자동차 및 트레일러 제조업,1020
4월,8시,기타 운송장비 제조업,841
4월,8시,가구 제조업,896
4월,8시,기타 제품 제조업,916
4월,8시,전기/ 가스/ 증기 및 공기조절 공급업,958
4월,8시,수도사업,1064
4월,8시,하수/ 폐수 및 분뇨 처리업,977
4월,8시,폐기물 수집운반/ 처리 및 원료재생업,1086
4월,8시,환경 정화 및 복원업,1019
4월,8시,종합 건설업,1103
4월,8시,전문직별 공사업,1131
4월,8시,자동차 및 부품 판매업,958
4월,8시,도매 및 상품중개업,939
4월,8시,소매업; 자동차 제외,734
4월,8시,육상운송 및 파이프라인 운송업,1321
4월,8시,수상 운송업,990
4월,8시,항공 운송업,903
4월,8시,창고 및 운송관련 서비스업,955
4월,8시,숙박업,961
4월,8시,음식점 및 주점업,766
4월,8시,출판업,974
4월,8시,영상/ 오디오 기록물 제작 및 배급업,758
4월,8시,방송업,1009
4월,8시,통신업,990
4월,8시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,964
4월,8시,정보서비스업,986
4월,8시,금융업,978
4월,8시,보험 및 연금업,1063
4월,8시,금융 및 보험 관련 서비스업,1025
4월,8시,부동산업,856
4월,8시,연구개발업,980
4월,8시,전문서비스업,973
4월,8시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,1015
4월,8시,기타 전문/ 과학 및 기술 서비스업,1001
4월,8시,사업시설 관리 및 조경 서비스업,897
4월,8시,사업지원 서비스업,976
4월,8시,임대업;부동산 제외,228
4월,8시,공공행정/ 국방 및 사회보장 행정,1073
4월,8시,교육 서비스업,867
4월,8시,보건업,1081
