,0,1,2
370,대구광역시 달서구,2012.08.28 11:41 / 2012.08.28 12:07,1403
371,전라북도 정읍시,2012.08.28 11:40 / 2012.08.28 13:16,4795
372,전라북도 정읍시,2012.08.28 11:40 / 2012.08.28 14:05,3902
373,인천광역시 강화군,2012.08.28 11:39 / 2012.08.28 13:33,2725
374,전라북도 완주군,2012.08.28 11:38 / 2012.08.28 23:54,2354
375,전라북도 전주시 덕진구,2012.08.28 11:38 / 2012.08.29 13:06,1661
376,강원도 삼척시,2012.08.28 11:37 / 2012.08.28 13:36,22
377,충청남도 보령시,2012.08.28 11:36 / 2012.08.28 13:22,870
378,전라북도 익산시,2012.08.28 11:35 / 2012.08.29 21:45,3715
379,경기도 용인시 기흥구,2012.08.28 11:35 / 2012.08.28 19:05,95
380,울산광역시 울주군,2012.08.28 11:35 / 2012.08.28 12:49,2403
381,서울특별시 중랑구,2012.08.28 11:34 / 2012.08.28 12:30,10
382,서울특별시 중랑구,2012.08.28 11:34 / 2012.08.28 14:50,9
383,전라북도 익산시,2012.08.28 11:34 / 2012.08.29 01:30,2684
384,충청남도 금산군,2012.08.28 11:34 / 2012.08.28 12:33,701
385,전라북도 김제시,2012.08.28 11:34 / 2012.08.28 14:23,1967
386,대구광역시 수성구,2012.08.28 11:33 / 2012.08.28 12:15,2107
387,서울특별시 종로구,2012.08.28 11:33 / 2012.08.28 16:51,7
388,강원도 강릉시,2012.08.28 11:32 / 2012.08.28 12:13,232
389,강원도 강릉시,2012.08.28 11:32 / 2012.08.28 12:17,232
390,전라북도 완주군,2012.08.28 11:32 / 2012.08.29 13:04,3736
391,전라북도 정읍시,2012.08.28 11:30 / 2012.08.28 11:50,2735
392,경상남도 진주시,2012.08.28 11:30 / 2012.08.28 13:03,2925
393,강원도 원주시,2012.08.28 11:28 / 2012.08.28 12:23,2774
394,강원도 원주시,2012.08.28 11:28 / 2012.08.28 13:25,407
395,경상남도 거창군,2012.08.28 11:27 / 2012.08.28 11:53,5772
396,강원도 춘천시,2012.08.28 11:27 / 2012.08.28 11:54,40
397,강원도 춘천시,2012.08.28 11:27 / 2012.08.28 14:19,40
398,충청남도 보령시,2012.08.28 11:25 / 2012.08.28 13:22,1421
399,전라북도 완주군,2012.08.28 11:23 / 2012.08.29 18:43,1821
400,전라북도 완주군,2012.08.28 11:23 / 2012.08.28 13:56,1361
401,전라북도 전주시 완산구,2012.08.28 11:21 / 2012.08.28 23:28,3284
402,전라북도 완주군,2012.08.28 11:21 / 2012.08.28 23:50,3284
403,경기도 안산시 단원구,2012.08.28 11:21 / 2012.08.28 12:43,51
404,경기도 안산시 단원구,2012.08.28 11:21 / 2012.08.28 11:23,51
405,전라북도 정읍시,2012.08.28 11:20 / 2012.08.28 17:50,4522
406,경상남도 산청군,2012.08.28 11:19 / 2012.08.28 12:22,5508
407,경상남도 거창군,2012.08.28 11:19 / 2012.08.28 13:50,7906
408,경기도 안산시 상록구,2012.08.28 11:18 / 2012.08.28 12:12,1953
409,경기도 안산시 상록구,2012.08.28 11:18 / 2012.08.28 12:12,2434
410,경기도 안산시 상록구,2012.08.28 11:18 / 2012.08.28 12:13,2534
411,경상남도 함양군,2012.08.28 11:15 / 2012.08.28 11:54,3267
412,전라북도 전주시 완산구,2012.08.28 11:15 / 2012.08.28 23:47,2012
413,충청남도 청양군,2012.08.28 11:15 / 2012.08.28 13:22,2
414,강원도 영월군,2012.08.28 11:14 / 2012.08.28 12:16,1553
415,경상남도 거창군,2012.08.28 11:13 / 2012.08.28 12:57,2213
416,충청남도 보령시,2012.08.28 11:13 / 2012.08.28 15:40,1470
417,전라북도 익산시,2012.08.28 11:12 / 2012.08.28 17:41,2722
418,충청남도 보령시,2012.08.28 11:12 / 2012.08.28 13:23,2120
419,광주광역시 북구,2012.08.28 11:12 / 2012.08.28 16:09,1478
420,광주광역시 북구,2012.08.28 11:12 / 2012.08.28 16:15,7157
421,광주광역시 동구,2012.08.28 11:12 / 2012.08.28 16:14,3910
422,충청북도 청주시 상당구,2012.08.28 11:08 / 2012.08.28 13:02,4065
423,전라남도 영광군,2012.08.28 11:06 / 2012.08.28 16:58,3129
424,강원도 화천군,2012.08.28 11:04 / 2012.08.28 12:10,797
425,대전광역시 동구,2012.08.28 11:04 / 2012.08.28 13:35,843
426,서울특별시 노원구,2012.08.28 11:03 / 2012.08.28 13:10,63
427,충청남도 보령시,2012.08.28 11:03 / 2012.08.28 14:58,750
428,전라북도 익산시,2012.08.28 11:02 / 2012.08.28 15:19,2186
429,경상남도 의령군,2012.08.28 11:00 / 2012.08.28 16:39,52
430,전라남도 장성군,2012.08.28 10:58 / 2012.08.28 15:11,2818
431,전라남도 장성군,2012.08.28 10:58 / 2012.08.28 14:31,450
432,충청북도 괴산군,2012.08.28 10:57 / 2012.08.28 11:40,4002
433,대구광역시 달성군,2012.08.28 10:51 / 2012.08.28 15:19,3868
434,서울특별시 구로구,2012.08.28 10:50 / 2012.08.28 12:35,5
435,경기도 시흥시,2012.08.28 10:50 / 2012.08.28 11:37,318
436,경기도 시흥시,2012.08.28 10:50 / 2012.08.28 12:35,318
437,전라남도 광양시,2012.08.28 10:49 / 2012.08.28 13:38,142
438,경상남도 하동군,2012.08.28 10:48 / 2012.08.28 13:06,3477
439,경상남도 하동군,2012.08.28 10:48 / 2012.08.28 15:01,3174
440,전라북도 군산시,2012.08.28 10:47 / 2012.08.28 12:05,4886
441,전라북도 김제시,2012.08.28 10:45 / 2012.08.28 16:19,3926
442,경기도 포천시,2012.08.28 10:44 / 2012.08.28 12:51,695
443,경기도 포천시,2012.08.28 10:44 / 2012.08.28 11:17,695
444,경기도 포천시,2012.08.28 10:44 / 2012.08.28 11:26,695
445,전라북도 익산시,2012.08.28 10:43 / 2012.08.29 11:41,5376
446,전라북도 익산시,2012.08.28 10:41 / 2012.08.28 11:47,23
447,전라북도 군산시,2012.08.28 10:41 / 2012.08.28 16:42,1041
448,전라북도 김제시,2012.08.28 10:40 / 2012.08.28 14:19,4398
449,전라북도 부안군,2012.08.28 10:40 / 2012.08.29 00:17,5992
450,전라북도 군산시,2012.08.28 10:39 / 2012.08.28 11:54,4078
451,전라남도 신안군,2012.08.28 10:38 / 2012.08.29 21:43,481
452,경상남도 하동군,2012.08.28 10:38 / 2012.08.28 13:39,3532
453,전라남도 구례군,2012.08.28 10:37 / 2012.08.28 10:56,1492
454,충청남도 서천군,2012.08.28 10:35 / 2012.08.28 13:39,113
455,전라북도 익산시,2012.08.28 10:35 / 2012.08.28 13:04,4925
456,전라북도 정읍시,2012.08.28 10:35 / 2012.08.28 11:05,3821
457,광주광역시 북구,2012.08.28 10:34 / 2012.08.28 12:00,1449
458,광주광역시 동구,2012.08.28 10:33 / 2012.08.28 16:05,1914
459,경상북도 봉화군,2012.08.28 10:30 / 2012.08.28 14:05,10
460,전라북도 정읍시,2012.08.28 10:30 / 2012.08.28 14:51,3750
461, ,2012.08.28 10:29 / 2012.08.28 11:44,6
462,광주광역시 서구,2012.08.28 10:28 / 2012.08.28 10:41,2336
463,광주광역시 남구,2012.08.28 10:28 / 2012.08.28 15:22,3850
464,광주광역시 동구,2012.08.28 10:27 / 2012.08.28 16:05,1081
465,전라북도 익산시,2012.08.28 10:25 / 2012.08.28 15:46,74
466,경상남도 창원시 의창구,2012.08.28 10:24 / 2012.08.28 12:12,7518
467,전라북도 남원시,2012.08.28 10:21 / 2012.08.28 13:23,1581
468,전라북도 남원시,2012.08.28 10:21 / 2012.08.28 13:38,3247
469,전라북도 익산시,2012.08.28 10:20 / 2012.08.28 12:54,5073
470,경기도 시흥시,2012.08.28 10:20 / 2012.08.28 10:45,37
471,광주광역시 광산구,2012.08.28 10:20 / 2012.08.28 15:30,135
472,전라북도 김제시,2012.08.28 10:19 / 2012.08.28 11:16,4602
473,전라북도 익산시,2012.08.28 10:17 / 2012.08.28 14:32,3546
474,전라북도 부안군,2012.08.28 10:17 / 2012.08.29 00:16,3007
475,광주광역시 남구,2012.08.28 10:16 / 2012.08.28 10:30,3007
476,광주광역시 광산구,2012.08.28 10:16 / 2012.08.28 15:58,50
477,전라남도 화순군,2012.08.28 10:15 / 2012.08.28 13:30,8
478,경기도 평택시,2012.08.28 10:13 / 2012.08.28 12:02,1292
479,경상남도 창원시 의창구,2012.08.28 10:12 / 2012.08.28 11:45,4975
480,광주광역시 광산구,2012.08.28 10:11 / 2012.08.28 15:35,208
481,전라남도 광양시,2012.08.28 10:11 / 2012.08.28 12:35,4292
482,전라남도 광양시,2012.08.28 10:11 / 2012.08.28 14:07,4292
483,전라남도 광양시,2012.08.28 10:11 / 2012.08.28 10:13,6892
484,전라남도 곡성군,2012.08.28 10:10 / 2012.08.28 16:42,4036
485,광주광역시 광산구,2012.08.28 10:10 / 2012.08.28 15:29,2492
486,전라남도 곡성군,2012.08.28 10:08 / 2012.08.28 14:13,1903
487,전라남도 곡성군,2012.08.28 10:07 / 2012.08.28 21:36,4922
488,전라남도 목포시,2012.08.28 10:07 / 2012.08.28 13:00,91
489,전라남도 신안군,2012.08.28 10:07 / 2012.08.29 22:43,7141
490,전라남도 무안군,2012.08.28 10:05 / 2012.08.28 16:06,2994
491,광주광역시 광산구,2012.08.28 10:05 / 2012.08.28 15:36,34
492,전라북도 완주군,2012.08.28 10:05 / 2012.08.29 00:00,4125
493,경상남도 창원시 성,2012.08.28 10:04 / 2012.08.28 10:48,11
494,전라남도 영광군,2012.08.28 10:03 / 2012.08.28 16:59,3104
495,경상남도 거창군,2012.08.28 10:02 / 2012.08.28 10:21,3958
496,충청남도 예산군,2012.08.28 10:02 / 2012.08.28 21:28,640
497,전라북도 김제시,2012.08.28 10:01 / 2012.08.28 15:32,1105
498,광주광역시 광산구,2012.08.28 10:01 / 2012.08.28 16:54,1997
499,서울특별시 동대문구,2012.08.28 10:00 / 2012.08.28 13:00,11
500,경기도 시흥시,2012.08.28 10:00 / 2012.08.28 11:01,1854
501,경기도 이천시,2012.08.28 10:00 / 2012.08.29 13:48,307
502,경상북도 봉화군,2012.08.28 10:00 / 2012.08.28 11:30,10
503,전라남도 순천시,2012.08.28 09:59 / 2012.08.28 16:24,3716
504,전라북도 남원시,2012.08.28 09:58 / 2012.08.28 10:37,1246
505,전라북도 남원시,2012.08.28 09:58 / 2012.08.28 13:19,2246
506,전라북도 김제시,2012.08.28 09:56 / 2012.08.28 10:08,3584
507,경상남도 남해군,2012.08.28 09:53 / 2012.08.28 11:13,3062
508,전라남도 영광군,2012.08.28 09:52 / 2012.08.28 10:42,4564
509,광주광역시 북구,2012.08.28 09:52 / 2012.08.28 15:58,1228
510,전라남도 함평군,2012.08.28 09:51 / 2012.08.28 13:46,4830
511,전라북도 남원시,2012.08.28 09:51 / 2012.08.28 14:17,1576
512,전라북도 남원시,2012.08.28 09:51 / 2012.08.28 13:18,3247
513,전라북도 정읍시,2012.08.28 09:50 / 2012.08.28 09:55,3279
514,전라남도 순천시,2012.08.28 09:50 / 2012.08.28 16:10,2619
515,전라북도 김제시,2012.08.28 09:48 / 2012.08.28 14:23,539
516,전라북도 군산시,2012.08.28 09:48 / 2012.08.28 10:12,4789
517,전라북도 군산시,2012.08.28 09:48 / 2012.08.28 11:10,4789
518,전라북도 부안군,2012.08.28 09:47 / 2012.08.29 00:16,5992
519,전라북도 김제시,2012.08.28 09:46 / 2012.08.28 10:09,5717
520,전라북도 김제시,2012.08.28 09:46 / 2012.08.28 15:36,2936
521,경기도 용인시 기흥구,2012.08.28 09:44 / 2012.08.28 10:30,7380
522,전라북도 남원시,2012.08.28 09:43 / 2012.08.28 12:21,2889
523,전라북도 남원시,2012.08.28 09:43 / 2012.08.28 11:58,1333
524,전라북도 김제시,2012.08.28 09:42 / 2012.08.28 09:59,4283
525,전라남도 구례군,2012.08.28 09:40 / 2012.08.28 09:47,2167
526,전라북도 부안군,2012.08.28 09:39 / 2012.08.29 00:16,1098
527,전라북도 부안군,2012.08.28 09:37 / 2012.08.28 20:37,10207
528,전라북도 김제시,2012.08.28 09:36 / 2012.08.28 16:43,697
529,전라남도 광양시,2012.08.28 09:36 / 2012.08.28 10:36,6345
530,전라남도 영광군,2012.08.28 09:36 / 2012.08.28 16:31,2543
531,경기도 용인시 기흥구,2012.08.28 09:35 / 2012.08.28 10:47,590
532,전라북도 남원시,2012.08.28 09:35 / 2012.08.28 12:17,3476
533,전라남도 화순군,2012.08.28 09:33 / 2012.08.29 18:26,6204
534,경기도 용인시 수지구,2012.08.28 09:32 / 2012.08.28 11:32,2764
535,경상남도 거창군,2012.08.28 09:31 / 2012.08.28 09:58,1133
536,경상남도 함양군,2012.08.28 09:31 / 2012.08.28 11:29,1454
537,경상북도 김천시,2012.08.28 09:30 / 2012.08.28 09:51,436
538,경상북도 고령군,2012.08.28 09:30 / 2012.08.28 10:00,6
539,경상북도 고령군,2012.08.28 09:30 / 2012.08.28 10:07,6
540,경상북도 고령군,2012.08.28 09:30 / 2012.08.28 14:49,6
541,경기도 수원시 장안구,2012.08.28 09:30 / 2012.08.28 11:34,832
542,전라북도 남원시,2012.08.28 09:30 / 2012.08.28 10:15,1405
543,전라북도 남원시,2012.08.28 09:30 / 2012.08.28 11:12,1405
544,인천광역시 서구,2012.08.28 09:28 / 2012.08.28 09:28,107
545,전라남도 함평군,2012.08.28 09:26 / 2012.08.28 14:50,6306
546,경기도 평택시,2012.08.28 09:23 / 2012.08.28 12:03,5667
547,충청남도 청양군,2012.08.28 09:23 / 2012.08.28 16:29,971
548,전라북도 무주군,2012.08.28 09:21 / 2012.08.28 09:27,1413
549,전라북도 무주군,2012.08.28 09:21 / 2012.08.28 12:20,1878
550,전라북도 무주군,2012.08.28 09:21 / 2012.08.28 14:11,1413
551,전라북도 무주군,2012.08.28 09:21 / 2012.08.28 11:04,1413
552,전라북도 무주군,2012.08.28 09:21 / 2012.08.28 09:27,1413
553,전라북도 무주군,2012.08.28 09:21 / 2012.08.28 10:37,1413
554,경기도 구리시,2012.08.28 09:20 / 2012.08.28 11:40,874
555,경기도 수원시 권선구,2012.08.28 09:19 / 2012.08.28 11:28,413
556,충청남도 서산시,2012.08.28 09:19 / 2012.08.28 10:15,790
557,전라북도 부안군,2012.08.28 09:18 / 2012.08.28 20:23,19259
558,경상남도 진주시,2012.08.28 09:18 / 2012.08.28 16:06,2541
559,전라남도 함평군,2012.08.28 09:17 / 2012.08.28 09:39,5805
560,전라북도 부안군,2012.08.28 09:16 / 2012.08.29 00:17,6125
561,전라남도 나주시,2012.08.28 09:12 / 2012.08.28 17:02,218
562,경기도 안성시,2012.08.28 09:12 / 2012.08.28 11:52,1726
563,광주광역시 동구,2012.08.28 09:12 / 2012.08.28 16:07,4850
564,경상남도 통영시,2012.08.28 09:08 / 2012.08.28 14:41,5294
565,서울특별시 송파구,2012.08.28 09:07 / 2012.08.28 12:00,202
566,광주광역시 광산구,2012.08.28 09:07 / 2012.08.28 17:15,2594
567,광주광역시 광산구,2012.08.28 09:07 / 2012.08.28 15:08,7260
568,광주광역시 광산구,2012.08.28 09:05 / 2012.08.28 17:17,516
569,광주광역시 광산구,2012.08.28 09:05 / 2012.08.28 17:16,548
570,경상남도 김해시,2012.08.28 09:02 / 2012.08.28 09:28,6151
571,경기도 평택시,2012.08.28 08:57 / 2012.08.28 09:29,2131
572,전라남도 영암군,2012.08.28 08:56 / 2012.08.28 16:54,21
573,광주광역시 동구,2012.08.28 08:53 / 2012.08.28 14:29,3034
574,광주광역시 북구,2012.08.28 08:53 / 2012.08.28 14:32,5194
575,전라북도 남원시,2012.08.28 08:53 / 2012.08.28 08:59,1251
576,전라남도 나주시,2012.08.28 08:53 / 2012.08.28 16:12,3701
577,전라남도 순천시,2012.08.28 08:51 / 2012.08.28 16:23,1859
578,경상남도 통영시,2012.08.28 08:51 / 2012.08.28 13:08,4648
579,경상남도 통영시,2012.08.28 08:51 / 2012.08.28 08:51,82
580,전라남도 무안군,2012.08.28 08:50 / 2012.08.28 16:07,6966
581,전라북도 무주군,2012.08.28 08:49 / 2012.08.28 09:55,6715
582,전라북도 정읍시,2012.08.28 08:49 / 2012.08.28 08:49,2735
583,전라남도 순천시,2012.08.28 08:49 / 2012.08.28 16:31,747
584,경상남도 양산시,2012.08.28 08:48 / 2012.08.28 09:33,9746
585, ,2012.08.28 08:48 / 2012.08.28 14:54,2165
586,전라남도 무안군,2012.08.28 08:45 / 2012.08.28 21:33,6376
587,경기도 안성시,2012.08.28 08:45 / 2012.08.28 10:37,2076
588,전라북도 부안군,2012.08.28 08:44 / 2012.08.28 20:28,1098
589,전라남도 나주시,2012.08.28 08:44 / 2012.08.28 16:14,2263
590,전라북도 남원시,2012.08.28 08:43 / 2012.08.28 10:05,1405
591, ,2012.08.28 08:43 / 2012.08.28 11:30,603
592,광주광역시 광산구,2012.08.28 08:42 / 2012.08.28 15:52,2310
593,전라북도 남원시,2012.08.28 08:36 / 2012.08.28 08:56,2536
594,전라남도 담양군,2012.08.28 08:35 / 2012.08.28 11:35,578
595,전라남도 장성군,2012.08.28 08:35 / 2012.08.29 22:30,5097
596,전라남도 영광군,2012.08.28 08:34 / 2012.08.28 19:20,5681
597,전라남도 담양군,2012.08.28 08:34 / 2012.08.28 14:12,5024
598,전라북도 정읍시,2012.08.28 08:33 / 2012.08.28 08:33,5522
599,전라남도 진도군,2012.08.28 08:33 / 2012.08.28 11:17,2744
600,경상남도 진주시,2012.08.28 08:32 / 2012.08.28 12:40,6115
601,경상남도 진주시,2012.08.28 08:32 / 2012.08.28 16:45,6115
602,광주광역시 광산구,2012.08.28 08:32 / 2012.08.28 15:03,66
603,광주광역시 광산구,2012.08.28 08:32 / 2012.08.28 17:19,48
604,전라남도 곡성군,2012.08.28 08:32 / 2012.08.28 16:42,5073
605,전라남도 담양군,2012.08.28 08:32 / 2012.08.28 11:40,1031
606,전라북도 정읍시,2012.08.28 08:31 / 2012.08.28 08:31,3795
607,경상남도 사천시,2012.08.28 08:31 / 2012.08.28 13:05,210
608,경상북도 봉화군,2012.08.28 08:30 / 2012.08.28 11:00,130
609,경상북도 봉화군,2012.08.28 08:30 / 2012.08.28 14:04,130
610,경상남도 사천시,2012.08.28 08:30 / 2012.08.28 11:28,210
611,전라남도 장성군,2012.08.28 08:30 / 2012.08.28 15:12,4014
612,전라남도 구례군,2012.08.28 08:30 / 2012.08.28 15:40,4970
613,전라북도 정읍시,2012.08.28 08:30 / 2012.08.28 20:40,3445
614,전라남도 목포시,2012.08.28 08:28 / 2012.08.28 08:30,4059
615,전라북도 임실군,2012.08.28 08:28 / 2012.08.29 11:46,646
616,충청남도 보령시,2012.08.28 08:27 / 2012.08.28 09:13,1381
617,충청남도 보령시,2012.08.28 08:27 / 2012.08.28 08:50,10426
618,경상남도 진주시,2012.08.28 08:27 / 2012.08.28 14:50,5681
619,전라남도 함평군,2012.08.28 08:27 / 2012.08.28 17:18,3310
620,전라남도 함평군,2012.08.28 08:27 / 2012.08.28 17:47,1605
621,경상남도 산청군,2012.08.28 08:25 / 2012.08.28 09:25,1731
622,전라남도 목포시,2012.08.28 08:23 / 2012.08.28 14:24,3991
623,전라북도 장수군,2012.08.28 08:22 / 2012.08.28 09:52,2651
624,광주광역시 동구,2012.08.28 08:22 / 2012.08.28 15:59,3110
625,전라남도 완도군,2012.08.28 08:20 / 2012.08.28 15:00,1264
626, ,2012.08.28 08:19 / 2012.08.28 10:34,2
627, ,2012.08.28 08:19 / 2012.08.28 10:50,106
628,광주광역시 남구,2012.08.28 08:19 / 2012.08.28 15:22,2031
629,전라남도 순천시,2012.08.28 08:19 / 2012.08.28 16:11,2573
630,광주광역시 광산구,2012.08.28 08:18 / 2012.08.28 17:47,3224
631,광주광역시 광산구,2012.08.28 08:18 / 2012.08.28 15:50,3085
632,전라남도 진도군,2012.08.28 08:18 / 2012.08.28 13:24,2744
633,전라남도 진도군,2012.08.28 08:18 / 2012.08.28 22:03,2744
634,전라남도 화순군,2012.08.28 08:15 / 2012.08.28 09:50,6
635,경상남도 남해군,2012.08.28 08:15 / 2012.08.28 08:30,6033
636,전라남도 광양시,2012.08.28 08:15 / 2012.08.28 08:15,8
637,충청북도 영동군,2012.08.28 08:15 / 2012.08.28 15:14,4040
638,경상남도 진주시,2012.08.28 08:14 / 2012.08.28 08:53,2853
639,경상남도 진주시,2012.08.28 08:12 / 2012.08.28 14:34,939
640,전라북도 남원시,2012.08.28 08:12 / 2012.08.28 08:12,10
641,전라북도 임실군,2012.08.28 08:11 / 2012.08.29 11:47,1240
642,전라북도 정읍시,2012.08.28 08:10 / 2012.08.28 08:50,3687
643,전라북도 정읍시,2012.08.28 08:10 / 2012.08.28 13:33,3428
644,전라남도 담양군,2012.08.28 08:10 / 2012.08.28 14:13,5250
645,전라북도 김제시,2012.08.28 08:10 / 2012.08.28 09:02,754
646,전라북도 장수군,2012.08.28 08:10 / 2012.08.28 08:40,437
647,전라남도 장성군,2012.08.28 08:10 / 2012.08.28 15:09,2448
648,경상남도 진주시,2012.08.28 08:09 / 2012.08.28 14:47,5207
649,전라남도 영광군,2012.08.28 08:08 / 2012.08.28 17:02,2245
650,전라남도 목포시,2012.08.28 08:08 / 2012.08.28 18:26,1589
651,경기도 포천시,2012.08.28 08:06 / 2012.08.28 16:41,4833
652,전라남도 진도군,2012.08.28 08:06 / 2012.08.28 12:17,4833
653,전라남도 나주시,2012.08.28 08:05 / 2012.08.28 09:00,5693
654,전라남도 목포시,2012.08.28 08:04 / 2012.08.28 16:30,3919
655,전라북도 정읍시,2012.08.28 08:03 / 2012.08.28 14:00,2278
656,경상남도 하동군,2012.08.28 08:03 / 2012.08.28 13:15,3647
657,경상남도 하동군,2012.08.28 08:03 / 2012.08.28 15:07,6171
658,광주광역시 광산구,2012.08.28 08:02 / 2012.08.28 16:57,1095
659,서울특별시 중랑구,2012.08.28 08:02 / 2012.08.28 15:36,4
660,서울특별시 중랑구,2012.08.28 08:02 / 2012.08.28 08:45,4
661,전라남도 목포시,2012.08.28 08:02 / 2012.08.28 14:11,4657
662,전라남도 담양군,2012.08.28 08:01 / 2012.08.28 14:14,4429
663,전라남도 영광군,2012.08.28 08:01 / 2012.08.28 16:57,1344
664,전라북도 고창군,2012.08.28 08:00 / 2012.08.28 10:39,10342
665,전라남도 곡성군,2012.08.28 08:00 / 2012.08.28 14:12,2008
666,전라북도 고창군,2012.08.28 08:00 / 2012.08.28 11:38,7666
667,전라북도 고창군,2012.08.28 08:00 / 2012.08.28 09:00,4133
668,전라북도 고창군,2012.08.28 08:00 / 2012.08.28 10:39,5922
669,전라북도 고창군,2012.08.28 08:00 / 2012.08.28 10:37,11873
670,전라북도 고창군,2012.08.28 08:00 / 2012.08.28 10:39,20620
671,전라북도 고창군,2012.08.28 08:00 / 2012.08.28 10:39,18900
672,전라북도 고창군,2012.08.28 08:00 / 2012.08.28 09:00,17834
673,전라북도 고창군,2012.08.28 08:00 / 2012.08.28 10:38,10175
674,전라북도 고창군,2012.08.28 08:00 / 2012.08.28 10:40,9563
675,전라북도 고창군,2012.08.28 08:00 / 2012.08.28 11:37,14280
676,전라남도 순천시,2012.08.28 07:59 / 2012.08.28 16:25,3716
677,전라남도 나주시,2012.08.28 07:57 / 2012.08.29 23:15,4350
678,전라북도 순창군,2012.08.28 07:57 / 2012.08.28 19:03,2050
679,전라남도 순천시,2012.08.28 07:56 / 2012.08.28 07:56,1894
680,전라남도 순천시,2012.08.28 07:55 / 2012.08.28 16:30,1545
681,전라남도 신안군,2012.08.28 07:55 / 2012.08.29 22:23,12404
682,서울특별시 중랑구,2012.08.28 07:55 / 2012.08.28 08:25,6270
683,전라북도 순창군,2012.08.28 07:53 / 2012.08.28 12:00,5650
684,경상남도 진주시,2012.08.28 07:52 / 2012.08.28 08:08,342
685,전라남도 강진군,2012.08.28 07:51 / 2012.08.29 22:22,3477
686,전라남도 무안군,2012.08.28 07:51 / 2012.08.28 15:34,3460
687,전라북도 고창군,2012.08.28 07:50 / 2012.08.28 07:50,4133
688,전라남도 순천시,2012.08.28 07:45 / 2012.08.28 16:11,86
689,광주광역시 서구,2012.08.28 07:43 / 2012.08.28 15:23,2220
690,경상남도 진주시,2012.08.28 07:42 / 2012.08.28 14:48,4659
691,전라남도 나주시,2012.08.28 07:42 / 2012.08.28 08:58,6438
692,전라남도 구례군,2012.08.28 07:40 / 2012.08.28 12:26,3374
693,전라남도 무안군,2012.08.28 07:40 / 2012.08.28 07:59,4145
694,경상남도 사천시,2012.08.28 07:39 / 2012.08.28 11:43,417
695,경상남도 거창군,2012.08.28 07:38 / 2012.08.28 08:09,4973
696,전라남도 영암군,2012.08.28 07:38 / 2012.08.28 21:30,70
697,전라남도 광양시,2012.08.28 07:38 / 2012.08.28 12:18,1001
698,전라남도 여수시,2012.08.28 07:36 / 2012.08.28 10:18,5671
699,대구광역시 달서구,2012.08.28 07:36 / 2012.08.28 11:51,70
700,경상남도 사천시,2012.08.28 07:35 / 2012.08.28 08:22,417
701,경상남도 사천시,2012.08.28 07:35 / 2012.08.28 07:40,417
702,경상남도 사천시,2012.08.28 07:35 / 2012.08.28 07:40,417
703,전라남도 나주시,2012.08.28 07:35 / 2012.08.28 16:26,4700
704,전라남도 목포시,2012.08.28 07:34 / 2012.08.29 18:48,4597
705,경상남도 김해시,2012.08.28 07:34 / 2012.08.28 08:25,421
706,전라남도 담양군,2012.08.28 07:33 / 2012.08.28 07:33,150
707,전라남도 광양시,2012.08.28 07:31 / 2012.08.28 07:32,1318
708,전라남도 광양시,2012.08.28 07:31 / 2012.08.28 08:34,8
709,전라남도 광양시,2012.08.28 07:31 / 2012.08.28 08:38,8
710,전라남도 함평군,2012.08.28 07:31 / 2012.08.28 17:47,9065
711,전라남도 무안군,2012.08.28 07:31 / 2012.08.28 21:32,4354
712,전라남도 함평군,2012.08.28 07:31 / 2012.08.28 15:14,5268
713,경상남도 고성군,2012.08.28 07:30 / 2012.08.28 07:35,310
714,전라남도 진도군,2012.08.28 07:30 / 2012.08.28 16:05,4349
715,전라남도 진도군,2012.08.28 07:30 / 2012.08.28 15:01,8070
716,전라남도 진도군,2012.08.28 07:30 / 2012.08.28 14:15,6288
717,전라남도 진도군,2012.08.28 07:30 / 2012.08.28 15:05,4349
718,전라남도 진도군,2012.08.28 07:30 / 2012.08.28 16:03,6288
719,전라남도 진도군,2012.08.28 07:30 / 2012.08.28 16:03,2794
720,경상남도 고성군,2012.08.28 07:30 / 2012.08.28 07:52,310
721,부산광역시 강서구,2012.08.28 07:30 / 2012.08.28 11:00,34
722,전라남도 담양군,2012.08.28 07:28 / 2012.08.28 14:10,2806
723,전라남도 담양군,2012.08.28 07:28 / 2012.08.28 11:14,250
724,울산광역시 울주군,2012.08.28 07:27 / 2012.08.28 08:10,35
725,서울특별시 중랑구,2012.08.28 07:26 / 2012.08.28 08:15,27
726,울산광역시 울주군,2012.08.28 07:26 / 2012.08.28 08:18,1002
727,전라남도 신안군,2012.08.28 07:26 / 2012.08.28 14:25,1898
728,전라남도 영암군,2012.08.28 07:25 / 2012.08.28 21:29,4875
729,전라남도 무안군,2012.08.28 07:25 / 2012.08.28 07:25,2142
730,전라남도 곡성군,2012.08.28 07:25 / 2012.08.28 16:42,4092
731,전라남도 고흥군,2012.08.28 07:24 / 2012.08.28 07:25,3645
732,전라남도 여수시,2012.08.28 07:24 / 2012.08.28 17:00,1402
733,전라남도 여수시,2012.08.28 07:24 / 2012.08.28 07:28,1402
734,전라남도 영암군,2012.08.28 07:24 / 2012.08.28 21:30,1579
735,전라남도 여수시,2012.08.28 07:23 / 2012.08.28 15:25,1
736,전라남도 영암군,2012.08.28 07:22 / 2012.08.28 18:10,912
737,전라남도 여수시,2012.08.28 07:21 / 2012.08.28 16:57,3365
