지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%)
168,여수,2016-03-05 7:00,12.4,,4.7,86
168,여수,2016-03-05 8:00,12.5,,5.9,85
168,여수,2016-03-05 9:00,12.6,,5.3,84
168,여수,2016-03-05 10:00,12.7,,5.2,84
168,여수,2016-03-05 11:00,12.4,,4.8,87
168,여수,2016-03-05 12:00,12.1,3.1,5.7,89
168,여수,2016-03-05 13:00,12.7,,3.4,90
168,여수,2016-03-05 14:00,12.7,,3.3,89
168,여수,2016-03-05 15:00,14.3,2.3,3.3,83
168,여수,2016-03-05 16:00,16.3,,10.4,72
168,여수,2016-03-05 17:00,16.4,,8.3,69
168,여수,2016-03-05 18:00,16,1.2,10.6,77
168,여수,2016-03-05 19:00,17,,12.4,71
168,여수,2016-03-05 20:00,17.3,,12.8,72
168,여수,2016-03-05 21:00,16.6,0.7,13.4,78
168,여수,2016-03-05 22:00,16.1,,10.8,80
168,여수,2016-03-05 23:00,14.4,,6.2,88
168,여수,2016-03-06 0:00,13.3,1.3,4.8,89
168,여수,2016-03-06 1:00,13.1,,4.2,91
168,여수,2016-03-06 2:00,12.9,,4.3,91
168,여수,2016-03-06 3:00,12.5,1.9,1.4,92
168,여수,2016-03-06 4:00,12.6,,0.9,92
168,여수,2016-03-06 5:00,12.7,,1.4,92
168,여수,2016-03-06 6:00,12.3,0,0.9,92
168,여수,2016-03-06 7:00,12.4,,2.9,92
168,여수,2016-03-06 8:00,12,,2.4,92
168,여수,2016-03-06 9:00,12.2,,1.8,92
168,여수,2016-03-06 10:00,12.6,,2,92
168,여수,2016-03-06 11:00,12.8,,2.2,92
168,여수,2016-03-06 12:00,13.8,,3.3,85
168,여수,2016-03-06 13:00,15,,3.9,71
168,여수,2016-03-06 14:00,15.9,,1.9,67
168,여수,2016-03-06 15:00,16.7,,1.4,54
168,여수,2016-03-06 16:00,16.8,,1.4,55
168,여수,2016-03-06 17:00,16.6,,1.3,52
168,여수,2016-03-06 18:00,15.5,,0.7,52
168,여수,2016-03-06 19:00,14.1,,1.4,57
168,여수,2016-03-06 20:00,12.5,,1.3,71
168,여수,2016-03-06 21:00,11.8,,2.6,79
168,여수,2016-03-06 22:00,11.6,,2.2,83
168,여수,2016-03-06 23:00,11.4,,1.1,77
168,여수,2016-03-07 0:00,11.2,,0.6,80
168,여수,2016-03-07 1:00,10.4,,1.9,82
168,여수,2016-03-07 2:00,11,,3.7,81
168,여수,2016-03-07 3:00,11.9,,2.9,76
168,여수,2016-03-07 4:00,11,,1.5,90
168,여수,2016-03-07 5:00,10.9,,1.3,92
168,여수,2016-03-07 6:00,10.6,,0.3,92
168,여수,2016-03-07 7:00,10.6,,0,92
168,여수,2016-03-07 8:00,10.6,,0.6,92
168,여수,2016-03-07 9:00,10.6,,3.1,88
168,여수,2016-03-07 10:00,11.2,,0.4,80
168,여수,2016-03-07 11:00,12.4,,0.9,67
168,여수,2016-03-07 12:00,13.6,,1.2,67
168,여수,2016-03-07 13:00,13.8,,1.5,60
168,여수,2016-03-07 14:00,14.2,,2.6,53
168,여수,2016-03-07 15:00,14.4,,2.2,53
168,여수,2016-03-07 16:00,13.9,,2.7,56
168,여수,2016-03-07 17:00,12.3,,2.6,62
168,여수,2016-03-07 18:00,11.9,,1.3,65
168,여수,2016-03-07 19:00,11.3,,2.1,69
168,여수,2016-03-07 20:00,10.5,,2.2,74
168,여수,2016-03-07 21:00,10.3,,1.6,77
168,여수,2016-03-07 22:00,10.4,,3,78
168,여수,2016-03-07 23:00,10.2,,2,81
168,여수,2016-03-08 0:00,10.3,,1.2,74
168,여수,2016-03-08 1:00,10.1,,2.5,78
168,여수,2016-03-08 2:00,10.7,,2.7,69
168,여수,2016-03-08 3:00,11.6,,4.6,50
168,여수,2016-03-08 4:00,11.4,,3.9,55
168,여수,2016-03-08 5:00,11.2,,3.1,36
168,여수,2016-03-08 6:00,11.1,0,5.8,35
168,여수,2016-03-08 7:00,10.6,,0.9,36
168,여수,2016-03-08 8:00,10.9,,2.7,36
168,여수,2016-03-08 9:00,11.2,0,3.7,37
168,여수,2016-03-08 10:00,11.6,,0.7,41
168,여수,2016-03-08 11:00,11.3,,1.2,46
168,여수,2016-03-08 12:00,10.9,,4.9,44
168,여수,2016-03-08 13:00,10.8,,2.7,44
168,여수,2016-03-08 14:00,10.8,,3.3,41
168,여수,2016-03-08 15:00,8.1,0,3.4,67
168,여수,2016-03-08 16:00,7.5,,3.1,76
168,여수,2016-03-08 17:00,7,,5.2,68
168,여수,2016-03-08 18:00,6.8,3.7,4.4,72
168,여수,2016-03-08 19:00,6.5,,6.2,74
168,여수,2016-03-08 20:00,6,,5,72
168,여수,2016-03-08 21:00,5.6,2.2,3.9,71
168,여수,2016-03-08 22:00,5.3,,2.3,72
168,여수,2016-03-08 23:00,5.1,,3.5,74
168,여수,2016-03-09 0:00,5,5.5,6.8,76
168,여수,2016-03-09 1:00,4.4,,7.2,80
168,여수,2016-03-09 2:00,3.6,,8.8,79
168,여수,2016-03-09 3:00,3.5,11.2,5,83
168,여수,2016-03-09 4:00,2.9,,5.7,79
168,여수,2016-03-09 5:00,2.9,,4.4,75
168,여수,2016-03-09 6:00,3.6,2.8,6.2,66
168,여수,2016-03-09 7:00,3.9,,6.6,52
168,여수,2016-03-09 8:00,3.9,,5.1,60
168,여수,2016-03-09 9:00,4.9,,6.4,50
168,여수,2016-03-09 10:00,5.5,,6.2,53
168,여수,2016-03-09 11:00,6,,4.2,51
168,여수,2016-03-09 12:00,7.3,,3.4,46
168,여수,2016-03-09 13:00,8.1,,4.1,44
168,여수,2016-03-09 14:00,8.9,,3.2,41
168,여수,2016-03-09 15:00,9.8,,2.3,39
168,여수,2016-03-09 16:00,11,,5.3,28
168,여수,2016-03-09 17:00,10.3,,4,25
168,여수,2016-03-09 18:00,8.9,,6.7,26
168,여수,2016-03-09 19:00,7.5,,5.9,30
168,여수,2016-03-09 20:00,6.4,,8.2,40
168,여수,2016-03-09 21:00,5.4,,8.4,43
168,여수,2016-03-09 22:00,4.3,,7.4,45
168,여수,2016-03-09 23:00,3.7,,8.4,45
168,여수,2016-03-10 0:00,3.1,,9,42
168,여수,2016-03-10 1:00,2.6,,9.9,43
168,여수,2016-03-10 2:00,2.3,,8.5,42
168,여수,2016-03-10 3:00,2,,9,38
168,여수,2016-03-10 4:00,1.6,,3.7,39
168,여수,2016-03-10 5:00,1.3,,5.1,37
168,여수,2016-03-10 6:00,1.2,,7.8,38
168,여수,2016-03-10 7:00,1.1,,6.3,38
168,여수,2016-03-10 8:00,1.2,,4.4,32
168,여수,2016-03-10 9:00,1.7,,5.4,32
168,여수,2016-03-10 10:00,3.3,,5.3,26
168,여수,2016-03-10 11:00,4.6,,6.2,24
168,여수,2016-03-10 12:00,4.9,,6.8,23
168,여수,2016-03-10 13:00,5.9,,7.9,19
168,여수,2016-03-10 14:00,6.7,,7.5,17
168,여수,2016-03-10 15:00,6.6,,9.4,18
168,여수,2016-03-10 16:00,6.7,,9.4,21
168,여수,2016-03-10 17:00,6.3,,6.7,21
168,여수,2016-03-10 18:00,5.4,,7.7,22
168,여수,2016-03-10 19:00,4.5,,7.6,26
168,여수,2016-03-10 20:00,3.5,,6.8,30
168,여수,2016-03-10 21:00,2.4,,7.1,32
168,여수,2016-03-10 22:00,1.5,,7.7,34
168,여수,2016-03-10 23:00,0.7,,7.5,36
168,여수,2016-03-11 0:00,0.3,,6.8,35
168,여수,2016-03-11 1:00,0.1,,7.2,35
168,여수,2016-03-11 2:00,-0.3,,6.2,35
168,여수,2016-03-11 3:00,-0.4,,7,38
168,여수,2016-03-11 4:00,0,,3.9,39
168,여수,2016-03-11 5:00,-0.7,,1.3,44
168,여수,2016-03-11 6:00,-0.4,,3.2,45
168,여수,2016-03-11 7:00,-0.6,,2.9,47
168,여수,2016-03-11 8:00,0.1,,3.5,45
168,여수,2016-03-11 9:00,1.1,,6.3,41
168,여수,2016-03-11 10:00,2.4,,6.5,36
168,여수,2016-03-11 11:00,3.1,,7.5,32
168,여수,2016-03-11 12:00,4.1,,6.3,29
168,여수,2016-03-11 13:00,5.3,,5.4,24
168,여수,2016-03-11 14:00,6.2,,6.6,19
168,여수,2016-03-11 15:00,6.9,,4.5,20
168,여수,2016-03-11 16:00,7.1,,4.6,21
168,여수,2016-03-11 17:00,6.9,,5.1,21
168,여수,2016-03-11 18:00,5.7,,6.4,26
168,여수,2016-03-11 19:00,4.5,,6.6,31
168,여수,2016-03-11 20:00,3.6,,6.9,35
168,여수,2016-03-11 21:00,3,,5.5,39
168,여수,2016-03-11 22:00,2.6,,5.6,42
168,여수,2016-03-11 23:00,2.1,,3,44
168,여수,2016-03-12 0:00,1.5,,4.4,45
168,여수,2016-03-12 1:00,1.2,,5.7,44
168,여수,2016-03-12 2:00,1.1,,4.3,42
168,여수,2016-03-12 3:00,0.3,,3.9,43
168,여수,2016-03-12 4:00,0.2,,4,43
168,여수,2016-03-12 5:00,0.1,,3.5,44
168,여수,2016-03-12 6:00,-0.3,,2.3,44
168,여수,2016-03-12 7:00,0.6,,3,33
168,여수,2016-03-12 8:00,1.3,,4.4,37
168,여수,2016-03-12 9:00,2.2,,4.7,33
168,여수,2016-03-12 10:00,2.9,,5.6,35
168,여수,2016-03-12 11:00,4,,5,33
168,여수,2016-03-12 12:00,5.3,,2.8,29
168,여수,2016-03-12 13:00,6.8,,2.7,19
168,여수,2016-03-12 14:00,8.8,,2.3,18
168,여수,2016-03-12 15:00,8.7,,2.1,22
168,여수,2016-03-12 16:00,8.9,,2.9,23
168,여수,2016-03-12 17:00,8.3,,2.8,27
168,여수,2016-03-12 18:00,7,,4.1,31
168,여수,2016-03-12 19:00,6.2,,3.2,36
168,여수,2016-03-12 20:00,5.9,,2.6,38
168,여수,2016-03-12 21:00,5.9,,1.5,39
168,여수,2016-03-12 22:00,5.7,,0.8,42
168,여수,2016-03-12 23:00,5.4,,1.8,37
168,여수,2016-03-13 0:00,5.4,,1.6,32
168,여수,2016-03-13 1:00,5.7,,3,41
168,여수,2016-03-13 2:00,5.7,,3,42
168,여수,2016-03-13 3:00,5.5,,1.3,38
168,여수,2016-03-13 4:00,5.5,,4.2,43
168,여수,2016-03-13 5:00,5.4,,2,43
168,여수,2016-03-13 6:00,5.1,,4.2,50
168,여수,2016-03-13 7:00,5.3,,3.6,46
168,여수,2016-03-13 8:00,5.8,,4.1,38
168,여수,2016-03-13 9:00,5.8,,5.7,43
168,여수,2016-03-13 10:00,6.5,,4.8,41
168,여수,2016-03-13 11:00,7.2,,4.6,37
168,여수,2016-03-13 12:00,7.4,,5.3,41
168,여수,2016-03-13 13:00,7.7,,4.5,40
168,여수,2016-03-13 14:00,7.9,,3.9,44
168,여수,2016-03-13 15:00,7.9,,5.3,43
168,여수,2016-03-13 16:00,7,,5.3,57
168,여수,2016-03-13 17:00,6.5,,0.9,62
168,여수,2016-03-13 18:00,6.1,0.3,1.1,67
168,여수,2016-03-13 19:00,5.8,,0.7,66
168,여수,2016-03-13 20:00,5.8,,1.1,69
168,여수,2016-03-13 21:00,5.7,0,1.3,71
168,여수,2016-03-13 22:00,5.5,,0.6,66
168,여수,2016-03-13 23:00,5.4,,0.8,69
168,여수,2016-03-14 0:00,5.3,,1,70
168,여수,2016-03-14 1:00,5.2,,0.8,67
168,여수,2016-03-14 2:00,5.1,,4.9,70
168,여수,2016-03-14 3:00,4.8,,4,68
168,여수,2016-03-14 4:00,4.4,,2.5,64
168,여수,2016-03-14 5:00,3.9,,1.7,65
168,여수,2016-03-14 6:00,3.8,,3.2,61
168,여수,2016-03-14 7:00,3.4,,1.5,62
168,여수,2016-03-14 8:00,3.6,,0.7,64
168,여수,2016-03-14 9:00,5,,2.4,61
168,여수,2016-03-14 10:00,6,,3.4,55
168,여수,2016-03-14 11:00,7.5,,5.3,39
168,여수,2016-03-14 12:00,9.3,,2.9,35
168,여수,2016-03-14 13:00,10.2,,2.1,35
168,여수,2016-03-14 14:00,11.5,,3.5,35
168,여수,2016-03-14 15:00,11.4,,3.8,36
168,여수,2016-03-14 16:00,11,,1.7,34
168,여수,2016-03-14 17:00,10.8,,7.6,32
168,여수,2016-03-14 18:00,9.6,,7.8,35
168,여수,2016-03-14 19:00,8.6,,6.4,39
168,여수,2016-03-14 20:00,7.8,,5.9,41
168,여수,2016-03-14 21:00,7.8,,4.4,41
168,여수,2016-03-14 22:00,8,,4.2,38
168,여수,2016-03-14 23:00,7.5,,4,38
168,여수,2016-03-15 0:00,5.9,,3,55
168,여수,2016-03-15 1:00,5.6,,3.2,58
168,여수,2016-03-15 2:00,5,,4.6,59
168,여수,2016-03-15 3:00,4.7,,4.3,54
168,여수,2016-03-15 4:00,4.4,,5,51
168,여수,2016-03-15 5:00,3.8,,4.1,54
168,여수,2016-03-15 6:00,3.2,,0.6,56
168,여수,2016-03-15 7:00,2.7,,1,60
168,여수,2016-03-15 8:00,3.5,,4.2,70
168,여수,2016-03-15 9:00,5,,3.8,56
168,여수,2016-03-15 10:00,6.6,,2.7,50
168,여수,2016-03-15 11:00,8.6,,2.1,30
168,여수,2016-03-15 12:00,10.5,,1.6,34
168,여수,2016-03-15 13:00,10.9,,3.5,34
168,여수,2016-03-15 14:00,11.3,,4,34
168,여수,2016-03-15 15:00,11.4,,4.6,35
168,여수,2016-03-15 16:00,10.9,,5,36
168,여수,2016-03-15 17:00,10.2,,3.7,36
168,여수,2016-03-15 18:00,9.4,,4.7,40
168,여수,2016-03-15 19:00,8.6,,2.9,51
168,여수,2016-03-15 20:00,8.4,,2.8,54
168,여수,2016-03-15 21:00,8.1,,3.7,58
168,여수,2016-03-15 22:00,7.8,,3.6,64
168,여수,2016-03-15 23:00,7.4,,1.3,55
168,여수,2016-03-16 0:00,7,,1,54
168,여수,2016-03-16 1:00,7.1,,4.5,56
168,여수,2016-03-16 2:00,7.2,,2,53
168,여수,2016-03-16 3:00,7.1,,1.6,56
168,여수,2016-03-16 4:00,6.8,,2.2,63
168,여수,2016-03-16 5:00,6.5,,2.4,70
168,여수,2016-03-16 6:00,6.4,,1.4,70
168,여수,2016-03-16 7:00,6.2,,1.6,72
168,여수,2016-03-16 8:00,6.5,,1.2,63
168,여수,2016-03-16 9:00,8.2,,1,50
168,여수,2016-03-16 10:00,9.6,,3.1,47
168,여수,2016-03-16 11:00,10.8,,3.1,36
168,여수,2016-03-16 12:00,12,,4.1,36
168,여수,2016-03-16 13:00,13.4,,4.2,36
168,여수,2016-03-16 14:00,13.8,,4.5,40
168,여수,2016-03-16 15:00,13.9,,5.2,42
168,여수,2016-03-16 16:00,13.9,,5.8,44
168,여수,2016-03-16 17:00,13.1,,5.1,50
168,여수,2016-03-16 18:00,12.3,,4.5,53
168,여수,2016-03-16 19:00,11.1,,4.3,61
168,여수,2016-03-16 20:00,10.5,,3.4,66
168,여수,2016-03-16 21:00,10.1,,2.8,68
168,여수,2016-03-16 22:00,9.6,,1.8,72
168,여수,2016-03-16 23:00,9.2,,2.2,72
168,여수,2016-03-17 0:00,8.8,,2.3,74
168,여수,2016-03-17 1:00,8.4,,1.1,70
168,여수,2016-03-17 2:00,7.5,,0.8,72
168,여수,2016-03-17 3:00,7.6,,1.6,64
168,여수,2016-03-17 4:00,6.7,,0.2,70
168,여수,2016-03-17 5:00,6.7,,1,74
168,여수,2016-03-17 6:00,6.5,,1.1,72
168,여수,2016-03-17 7:00,5.9,,0.4,69
168,여수,2016-03-17 8:00,6.8,,0.9,63
168,여수,2016-03-17 9:00,9,,0.7,56
168,여수,2016-03-17 10:00,11,,1.3,45
168,여수,2016-03-17 11:00,13.2,,1.2,38
168,여수,2016-03-17 12:00,14.3,,0.8,38
168,여수,2016-03-17 13:00,14,,2.9,50
168,여수,2016-03-17 14:00,16.2,,2.7,40
168,여수,2016-03-17 15:00,15.5,,3.6,43
168,여수,2016-03-17 16:00,14.8,,3.4,44
168,여수,2016-03-17 17:00,14,,1.8,51
168,여수,2016-03-17 18:00,13.6,,1.9,51
168,여수,2016-03-17 19:00,12.6,,0.2,61
168,여수,2016-03-17 20:00,12.1,,1.8,67
168,여수,2016-03-17 21:00,11.8,,1.3,68
168,여수,2016-03-17 22:00,12.1,,1.3,64
168,여수,2016-03-17 23:00,12.2,,1.6,64
168,여수,2016-03-18 0:00,11.6,0,0.6,68
168,여수,2016-03-18 1:00,11,,1.7,77
168,여수,2016-03-18 2:00,9.5,,2.8,85
168,여수,2016-03-18 3:00,8.9,8.3,4.3,90
168,여수,2016-03-18 4:00,9.5,,4.3,90
168,여수,2016-03-18 5:00,10.1,,4.9,90
168,여수,2016-03-18 6:00,10.1,4.9,6,90
168,여수,2016-03-18 7:00,10,,5.1,90
168,여수,2016-03-18 8:00,10,,6.3,89
168,여수,2016-03-18 9:00,10.7,5.5,6.1,90
168,여수,2016-03-18 10:00,10.7,,5.5,90
168,여수,2016-03-18 11:00,11,,6.8,90
168,여수,2016-03-18 12:00,10.8,8.2,8.6,90
168,여수,2016-03-18 13:00,10.9,,7.9,90
168,여수,2016-03-18 14:00,11.4,,7.9,91
168,여수,2016-03-18 15:00,11.8,1.9,6.6,90
168,여수,2016-03-18 16:00,11.7,,6,90
168,여수,2016-03-18 17:00,12.1,,5.1,87
168,여수,2016-03-18 18:00,12.2,0,3.7,86
168,여수,2016-03-18 19:00,12.2,,3,86
168,여수,2016-03-18 20:00,12.3,,1.6,85
168,여수,2016-03-18 21:00,12.9,,1.7,82
168,여수,2016-03-18 22:00,12.7,,0.8,84
168,여수,2016-03-18 23:00,12.1,,0.9,89
168,여수,2016-03-19 0:00,11.8,,1.6,90
168,여수,2016-03-19 1:00,11.9,,1,90
168,여수,2016-03-19 2:00,11.6,,1.5,91
168,여수,2016-03-19 3:00,11.7,,1.1,89
168,여수,2016-03-19 4:00,11.8,,2.8,79
168,여수,2016-03-19 5:00,11.5,,2.6,79
168,여수,2016-03-19 6:00,11,,0.5,80
168,여수,2016-03-19 7:00,10.4,,0.9,89
168,여수,2016-03-19 8:00,10.4,,2,89
168,여수,2016-03-19 9:00,11.9,,0,76
168,여수,2016-03-19 10:00,13.3,,1,71
168,여수,2016-03-19 11:00,14.7,,2.2,64
168,여수,2016-03-19 12:00,16.1,,2.1,54
168,여수,2016-03-19 13:00,17.3,,1.9,48
168,여수,2016-03-19 14:00,17.4,,2,48
168,여수,2016-03-19 15:00,17,,3.7,49
168,여수,2016-03-19 16:00,16.3,,3.9,52
168,여수,2016-03-19 17:00,15.3,,2.3,62
168,여수,2016-03-19 18:00,12.4,,4.1,64
168,여수,2016-03-19 19:00,11.7,,3.9,63
168,여수,2016-03-19 20:00,11.5,,3.9,65
168,여수,2016-03-19 21:00,11.3,,1.5,64
168,여수,2016-03-19 22:00,11.3,,1.1,66
168,여수,2016-03-19 23:00,10.9,,1.3,71
168,여수,2016-03-20 0:00,10.6,,2.3,73
168,여수,2016-03-20 1:00,10.2,,1.7,73
168,여수,2016-03-20 2:00,9.7,,1.6,75
168,여수,2016-03-20 3:00,9.2,,0.4,77
168,여수,2016-03-20 4:00,8.8,,1.1,79
168,여수,2016-03-20 5:00,8.5,,0.4,79
168,여수,2016-03-20 6:00,8.3,,1.6,81
168,여수,2016-03-20 7:00,8.5,,0.7,81
168,여수,2016-03-20 8:00,8.9,,0.1,76
168,여수,2016-03-20 9:00,9.9,,1,78
168,여수,2016-03-20 10:00,10.7,,2.7,60
168,여수,2016-03-20 11:00,11.5,,2.7,58
168,여수,2016-03-20 12:00,11.6,,4.1,60
168,여수,2016-03-20 13:00,11.9,,5.7,58
168,여수,2016-03-20 14:00,11.8,,5,56
168,여수,2016-03-20 15:00,12,,5.5,55
168,여수,2016-03-20 16:00,11.4,,4.9,57
168,여수,2016-03-20 17:00,10.5,,4.1,63
168,여수,2016-03-20 18:00,10.2,,4.1,62
168,여수,2016-03-20 19:00,10,,4.4,65
168,여수,2016-03-20 20:00,9.9,,4.1,61
168,여수,2016-03-20 21:00,9.7,0,3.1,61
168,여수,2016-03-20 22:00,9.6,,3,62
168,여수,2016-03-20 23:00,9.5,,2.5,63
168,여수,2016-03-21 0:00,9.5,,1.8,63
168,여수,2016-03-21 1:00,9.4,,2.6,64
168,여수,2016-03-21 2:00,9.1,,1.8,64
168,여수,2016-03-21 3:00,8.5,,1.7,68
168,여수,2016-03-21 4:00,8,,1.9,69
168,여수,2016-03-21 5:00,7.5,,0.5,72
168,여수,2016-03-21 6:00,7.2,,0.5,69
168,여수,2016-03-21 7:00,7.1,,2.5,69
168,여수,2016-03-21 8:00,7.9,,3,69
168,여수,2016-03-21 9:00,9.1,,3.2,62
168,여수,2016-03-21 10:00,10.3,,2.5,55
168,여수,2016-03-21 11:00,11.4,,2,51
168,여수,2016-03-21 12:00,11.8,,2.4,49
168,여수,2016-03-21 13:00,12.8,,2,46
168,여수,2016-03-21 14:00,14.1,,2.2,45
168,여수,2016-03-21 15:00,13.8,,2.6,47
168,여수,2016-03-21 16:00,13.5,,2.9,46
168,여수,2016-03-21 17:00,12.8,,2.1,52
168,여수,2016-03-21 18:00,12,,2.3,56
168,여수,2016-03-21 19:00,10.7,,4.1,62
168,여수,2016-03-21 20:00,10.2,,2.5,65
168,여수,2016-03-21 21:00,9.8,,2.2,67
168,여수,2016-03-21 22:00,9.6,,3,68
168,여수,2016-03-21 23:00,9.3,,3.3,72
168,여수,2016-03-22 0:00,8.7,,1.7,72
168,여수,2016-03-22 1:00,8.4,,1,71
168,여수,2016-03-22 2:00,7.9,,1.1,67
168,여수,2016-03-22 3:00,8,,2.2,58
168,여수,2016-03-22 4:00,8,,6,52
168,여수,2016-03-22 5:00,7.4,,4.2,58
168,여수,2016-03-22 6:00,7.3,,4,65
168,여수,2016-03-22 7:00,6.8,,4.9,65
168,여수,2016-03-22 8:00,7.5,,3.1,58
168,여수,2016-03-22 9:00,9.3,,3.9,47
168,여수,2016-03-22 10:00,11.3,,3.6,44
168,여수,2016-03-22 11:00,12.1,,5,46
168,여수,2016-03-22 12:00,14,,4.8,39
168,여수,2016-03-22 13:00,14.1,,5.3,43
168,여수,2016-03-22 14:00,14.6,,4.7,42
168,여수,2016-03-22 15:00,14.5,,6.3,46
168,여수,2016-03-22 16:00,14.7,,5.4,50
168,여수,2016-03-22 17:00,14.2,,5.4,52
168,여수,2016-03-22 18:00,13.4,,3.9,56
168,여수,2016-03-22 19:00,12.4,,2.8,60
168,여수,2016-03-22 20:00,12.5,,4,47
168,여수,2016-03-22 21:00,12.8,,7,34
168,여수,2016-03-22 22:00,12,,1.4,32
168,여수,2016-03-22 23:00,11.8,,3.5,33
168,여수,2016-03-23 0:00,10.9,,4.3,39
168,여수,2016-03-23 1:00,11.1,,7.3,32
168,여수,2016-03-23 2:00,10.7,,4.3,31
168,여수,2016-03-23 3:00,10.2,,2.9,32
168,여수,2016-03-23 4:00,9.8,,4.7,34
168,여수,2016-03-23 5:00,9.4,,1.7,46
168,여수,2016-03-23 6:00,8.5,,1.6,56
168,여수,2016-03-23 7:00,8,,1.1,51
168,여수,2016-03-23 8:00,8.6,,1.2,41
168,여수,2016-03-23 9:00,10.7,,0.7,43
168,여수,2016-03-23 10:00,12.4,,2.1,43
168,여수,2016-03-23 11:00,14,,4.4,43
168,여수,2016-03-23 12:00,14,,5.5,44
168,여수,2016-03-23 13:00,14.1,,5.4,51
168,여수,2016-03-23 14:00,13.9,,5.4,52
168,여수,2016-03-23 15:00,13.5,,5.7,56
168,여수,2016-03-23 16:00,12.9,,6.3,59
168,여수,2016-03-23 17:00,12.4,,3.5,61
168,여수,2016-03-23 18:00,11.9,,2.4,64
168,여수,2016-03-23 19:00,11.4,,2.1,59
168,여수,2016-03-23 20:00,10.8,,4.4,36
168,여수,2016-03-23 21:00,9.6,,7.4,32
168,여수,2016-03-23 22:00,8.7,,7.9,32
168,여수,2016-03-23 23:00,8,,9,37
168,여수,2016-03-24 0:00,7.7,,7.9,40
168,여수,2016-03-24 1:00,7.5,,6.3,41
168,여수,2016-03-24 2:00,7.1,,5.4,43
168,여수,2016-03-24 3:00,6.7,,5.4,43
168,여수,2016-03-24 4:00,6.5,,5.3,44
168,여수,2016-03-24 5:00,7.4,,6.6,37
168,여수,2016-03-24 6:00,7,,7,39
168,여수,2016-03-24 7:00,6.7,,8.3,45
168,여수,2016-03-24 8:00,6.8,,9.2,49
168,여수,2016-03-24 9:00,7.4,,6.8,52
168,여수,2016-03-24 10:00,8.4,,5.4,48
168,여수,2016-03-24 11:00,9.1,,4.3,46
168,여수,2016-03-24 12:00,10.1,,3.9,41
168,여수,2016-03-24 13:00,10.9,,3.6,34
168,여수,2016-03-24 14:00,10.6,,3.1,41
168,여수,2016-03-24 15:00,11.1,,2.9,43
168,여수,2016-03-24 16:00,11.1,,2.9,38
168,여수,2016-03-24 17:00,10.3,,3,46
168,여수,2016-03-24 18:00,9.3,,3.1,48
168,여수,2016-03-24 19:00,9,,2.3,47
168,여수,2016-03-24 20:00,9,,2.4,47
168,여수,2016-03-24 21:00,8.9,,2.1,50
168,여수,2016-03-24 22:00,8.8,,3.1,55
168,여수,2016-03-24 23:00,8.7,,2.4,56
168,여수,2016-03-25 0:00,8.5,,4,55
168,여수,2016-03-25 1:00,8.2,,3.3,55
168,여수,2016-03-25 2:00,7.3,,1.7,71
168,여수,2016-03-25 3:00,7.1,0.4,4.2,65
168,여수,2016-03-25 4:00,6.7,,4.5,68
168,여수,2016-03-25 5:00,6.6,,4.6,69
168,여수,2016-03-25 6:00,6.4,,5.4,70
168,여수,2016-03-25 7:00,6.3,,5.3,67
168,여수,2016-03-25 8:00,6.4,,3.7,66
168,여수,2016-03-25 9:00,7,,3,63
168,여수,2016-03-25 10:00,7.8,,2,58
168,여수,2016-03-25 11:00,8.5,,1.3,55
168,여수,2016-03-25 12:00,8.8,,1.9,55
168,여수,2016-03-25 13:00,9.4,,1.3,49
168,여수,2016-03-25 14:00,9.4,,2.7,49
168,여수,2016-03-25 15:00,10.5,,3.5,52
168,여수,2016-03-25 16:00,10.4,,2.7,52
168,여수,2016-03-25 17:00,9.5,,2.7,55
168,여수,2016-03-25 18:00,8.9,,2.3,57
168,여수,2016-03-25 19:00,8.7,,2.3,58
168,여수,2016-03-25 20:00,8.5,,1.7,60
168,여수,2016-03-25 21:00,8.5,,1.3,59
168,여수,2016-03-25 22:00,8.7,,2.6,60
168,여수,2016-03-25 23:00,8.2,,2.8,61
168,여수,2016-03-26 0:00,7.2,,1.1,55
168,여수,2016-03-26 1:00,7,,3.9,50
168,여수,2016-03-26 2:00,6.4,,1.4,50
168,여수,2016-03-26 3:00,6.1,,2.5,50
168,여수,2016-03-26 4:00,5.7,,5.4,49
168,여수,2016-03-26 5:00,5.2,,3.9,51
168,여수,2016-03-26 6:00,4.4,,4.5,54
168,여수,2016-03-26 7:00,4.1,,2.4,56
168,여수,2016-03-26 8:00,4.6,,5,57
168,여수,2016-03-26 9:00,6.3,,4.4,52
168,여수,2016-03-26 10:00,8.2,,4.7,41
168,여수,2016-03-26 11:00,9.8,,4.2,27
168,여수,2016-03-26 12:00,10.7,,2.4,34
168,여수,2016-03-26 13:00,11.3,,6.2,21
168,여수,2016-03-26 14:00,11.3,,7.1,25
168,여수,2016-03-26 15:00,11.8,,6.2,25
168,여수,2016-03-26 16:00,11.4,,6.5,28
168,여수,2016-03-26 17:00,11,,6.3,29
168,여수,2016-03-26 18:00,10,,6.7,30
168,여수,2016-03-26 19:00,9,,5.5,34
168,여수,2016-03-26 20:00,8.1,,6.9,38
168,여수,2016-03-26 21:00,7.4,,9.4,37
168,여수,2016-03-26 22:00,6.6,,5.7,38
168,여수,2016-03-26 23:00,6.1,,6.8,38
168,여수,2016-03-27 0:00,5.6,,5,43
168,여수,2016-03-27 1:00,5.3,,4.3,48
